serial_number,split_from,sched_enter_by,status,ship_to,qty_ordered,related_dye_order_plan,sched_done_by,purchase_order,bki,unit_cost_yarn,machine,knit_version,modified,knit_price,costing_exception_overridden,customer_service_rep,ship_to_processor,active,schedule_status,seconds,instructions,sched_done_dt,balance,qty_received,knit_start,sched_enter_dt,note,created_date,internal_notes,close_dt,knit_style_base,created_by,job,quoted_date,qty_G00,uom,requested_date,qty_shipped,id,knitter,updated_by
K2507107,,9,Open,,4315,8945.0,,4600002032,,4.0691,37,"{'foreign_id': 2918, 'roll_size': '65', 'created_time': '13:19:09.588416', 'target_yard_cut_wt': '29.70', 'price': '0.50', 'modified': '2024-09-24 12:19:13.362903', 'id': 1772, 'active': 1, 'version': '1', 'created_date': '2020-08-26', 'act_yard_cut_wt': '30.00', 'knit_style_base': 391}",2025-09-12 20:46:09.822135,0.50,0,1,3.0,1,Required,23,,,1297.4,3017.6,2025-08-18,2025-07-30 14:56:45.347576,,2025-07-30 14:56:45.347576,,,"{'active': 1, 'id': 391, 'foreign_id': 1080, 'created_time': None, 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'BK 5425'}",9,33631,,603,lbs,2025-09-26,2414.6,6494,1,9
K2507105,,80,Open,,50,8944.0,,,45258,3.718678,123,"{'act_yard_cut_wt': None, 'knit_style_base': 3495, 'id': 6273, 'active': 1, 'version': '1', 'created_date': '2025-07-29', 'created_time': '15:13:10.372038', 'target_yard_cut_wt': '37.7', 'price': '1.25', 'modified': '2025-07-30 13:39:21.732504', 'foreign_id': 8432, 'roll_size': '50'}",2025-09-12 09:34:19.185551,1.25,0,16,,1,Required,,,,50,0,2025-08-06,2025-07-30 13:36:18.076822,,2025-07-30 13:36:18.076822,,,"{'foreign_id': 5442, 'active': 1, 'id': 3495, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'base_style': 'CEE4794A'}",80,33626,,,lbs,2025-08-08,,6492,1,80
K2507104,,80,Open,,50,8942.0,,,45257,3.454072,195,"{'price': '0.85', 'modified': '2025-08-18 13:33:55.596267', 'created_time': '15:22:29.671029', 'target_yard_cut_wt': '29.0', 'roll_size': '50', 'foreign_id': 8363, 'knit_style_base': 3466, 'act_yard_cut_wt': '31.05', 'version': '1', 'created_date': '2025-07-07', 'id': 6217, 'active': 1}",2025-08-12 09:31:12.251413,0.85,0,16,,1,Required,17.5,,,3.7,46.3,2025-08-04,2025-07-30 10:44:59.785399,,2025-07-30 10:44:59.785399,,,"{'base_style': 'C1B4771A', 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'active': 1, 'id': 3466, 'foreign_id': 5407}",80,33619,,,lbs,2025-08-08,63.8,6491,1,80
K2507102,,80,Open,,50,8940.0,,,45255,2.469445,123,"{'knit_style_base': 3457, 'act_yard_cut_wt': None, 'version': '1', 'created_date': '2025-06-30', 'id': 6202, 'active': 1, 'price': '1.25', 'modified': '2025-07-30 09:41:30.737705', 'created_time': '16:05:42.518775', 'target_yard_cut_wt': '26.2', 'roll_size': '50', 'foreign_id': 8346}",2025-07-30 10:33:48.491567,1.25,0,16,,1,Required,,,,50,0,2025-08-08,2025-07-30 10:30:01.473836,,2025-07-30 10:30:01.473836,,,"{'base_style': 'CEE4750A', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'foreign_id': 5391, 'active': 1, 'id': 3457}",80,33617,,,lbs,2025-08-15,,6489,1,80
K2507101,,80,Open,,50,8935.0,,,45252,2.122996,123,"{'price': '1.25', 'modified': '2025-08-14 08:30:28.300465', 'created_time': '09:08:06.420505', 'target_yard_cut_wt': '27.0', 'roll_size': '50', 'foreign_id': 8425, 'knit_style_base': 3493, 'act_yard_cut_wt': None, 'version': '1', 'created_date': '2025-07-25', 'active': 1, 'id': 6268}",2025-09-12 09:33:58.390923,1.25,0,16,,1,Required,,,,50,0,2025-08-08,2025-07-29 11:20:27.040106,,2025-07-29 11:20:27.040106,,,"{'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CEE4739A', 'active': 1, 'id': 3493, 'foreign_id': 5440}",80,33581,,,lbs,2025-08-12,,6488,1,80
K2507099,,72,Open,,16000,8931.0,,,45251,1.6134,33,"{'foreign_id': 8429, 'roll_size': '100', 'created_time': '11:29:48.398462', 'target_yard_cut_wt': '16.4', 'price': '0.85', 'modified': '2025-07-28 12:06:03.942436', 'id': 6271, 'active': 1, 'version': '3A', 'created_date': '2025-07-28', 'act_yard_cut_wt': '16.25', 'knit_style_base': 2947}",2025-09-12 18:31:12.72488,0.85,0,19,,1,Complete,24.6,,,7708.8,8291.2,2025-07-28,2025-07-28 12:16:51.152332,,2025-07-28 12:16:51.152332,,,"{'base_style': 'CMR4344', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'foreign_id': 4751, 'active': 1, 'id': 2947}",72,33557,2025-08-29,818,lbs,2025-08-29,7497.8,6486,1,52
K2507098,,72,Open,,5200,,,,45249,1.06,109,"{'created_time': '15:11:07.968165', 'target_yard_cut_wt': '3.9', 'price': '1.05', 'modified': '2025-09-05 10:34:26.512055', 'foreign_id': 8396, 'roll_size': '52', 'act_yard_cut_wt': '4.05', 'knit_style_base': 3478, 'id': 6242, 'active': 1, 'version': '1', 'created_date': '2025-07-18'}",2025-08-21 09:56:09.824448,1.05,0,19,,1,Complete,,,,1096.6,4103.4,2025-07-28,2025-07-25 16:09:12.028082,,2025-07-25 16:09:12.028082,,,"{'foreign_id': 5424, 'active': 1, 'id': 3478, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CT4785'}",72,33540,2025-08-29,0,lbs,2025-08-29,4103.4,6485,1,72
K2507095,,72,Open,,2000,8928.0,,,45246,1.8665,,"{'foreign_id': 8427, 'roll_size': '250', 'target_yard_cut_wt': '18.25', 'created_time': '14:10:36.942199', 'modified': '2025-07-25 14:10:36.942199', 'price': '0.85', 'id': 6269, 'active': 1, 'created_date': '2025-07-25', 'version': '2DL', 'act_yard_cut_wt': '24.36', 'knit_style_base': 1181}",2025-08-11 12:41:47.648051,0.85,0,19,,1,Required,,,,2000,0,2025-08-04,2025-07-25 14:16:46.638371,,2025-07-25 14:16:46.638371,,,"{'active': 1, 'id': 1181, 'foreign_id': 2408, 'base_style': 'CT2913', 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC'}",72,33532,2025-09-30,,lbs,2025-09-30,,6482,1,72
K2507094,,9,Open,,7656,8915.0,,,,2.25304,39,"{'act_yard_cut_wt': '15.60', 'knit_style_base': 1662, 'active': 1, 'id': 5730, 'version': 'CC', 'created_date': '2024-10-21', 'created_time': '15:58:06.848587', 'target_yard_cut_wt': '17.25', 'price': '0.60', 'modified': '2025-06-26 11:35:35.215794', 'foreign_id': 7786, 'roll_size': '58'}",2025-08-26 14:06:25.288804,0.60,0,1,4.0,1,Required,246.3,,,104.1,7551.9,2025-07-25,2025-07-24 08:27:41.708724,,2025-07-24 08:27:41.708724,,,"{'foreign_id': 3065, 'active': 1, 'id': 1662, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'LONG - LONGWORTH IND.', 'base_style': '2094'}",9,33497,,0,lbs,2025-08-15,7798.2,6481,1,9
K2507092,,9,Open,,23250,,,,,7.35,44,"{'id': 5107, 'active': 1, 'created_date': '2024-01-31', 'version': 'B', 'act_yard_cut_wt': '10.22', 'knit_style_base': 765, 'foreign_id': 7079, 'roll_size': '50', 'target_yard_cut_wt': '8.75', 'created_time': '15:49:41.0976', 'modified': '2025-09-11 08:36:31.101736', 'price': '0.75'}",2025-09-08 22:02:16.310655,0.75,0,1,1.0,1,Required,,,,23250,0,2025-09-17,2025-07-23 13:48:25.405046,,2025-07-23 13:48:25.405046,,,"{'foreign_id': 716, 'active': 1, 'id': 765, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'NSAP - NATIONAL SAFETY APPAREL', 'created_time': None, 'base_style': 'DFF446J'}",9,33482,,,lbs,2025-10-03,,6479,1,5
K2507090,,9,Open,,5600,,,,,7.85144,115,"{'act_yard_cut_wt': '12.05', 'knit_style_base': 614, 'id': 6051, 'active': 1, 'created_date': '2025-04-08', 'version': 'BB', 'target_yard_cut_wt': '11.00', 'created_time': '11:36:16.78898', 'modified': '2025-07-25 12:58:44.90066', 'price': '0.80', 'foreign_id': 8159, 'roll_size': '50'}",2025-09-10 13:26:10.138403,0.80,0,1,1.0,1,Required,317.1,,,0,5834.7,2025-08-15,2025-07-23 13:36:03.742402,,2025-07-23 13:36:03.742402,,,"{'created_time': None, 'qs_customer': 'NSAP - NATIONAL SAFETY APPAREL', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': '71246', 'active': 1, 'id': 614, 'foreign_id': 495}",9,33479,,3178.4,lbs,2025-08-29,2938.6,6477,1,9
K2507079,,9,Open,,300,,,,,10.26295,65,"{'target_yard_cut_wt': '11.00', 'created_time': '13:13:53.875266', 'modified': '2025-09-10 12:27:16.671166', 'price': '1.05', 'foreign_id': 8423, 'roll_size': '50', 'act_yard_cut_wt': '8.3', 'knit_style_base': 666, 'id': 6266, 'active': 1, 'created_date': '2025-07-24', 'version': 'F'}",2025-09-12 09:33:55.107254,1.05,0,1,1.0,1,Required,,,,300,0,2025-08-04,2025-07-22 16:17:10.053679,,2025-07-22 16:17:10.053679,,,"{'id': 666, 'active': 1, 'foreign_id': 305, 'qs_customer': 'NSAP - NATIONAL SAFETY APPAREL', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'DFF505R'}",9,33450,,,lbs,2025-08-29,,6466,1,9
K2507078,,72,Open,,16000,8903.0,,,45261,2.61963,188,"{'knit_style_base': 2908, 'act_yard_cut_wt': '32.65', 'version': '2RECA', 'created_date': '2025-07-22', 'active': 1, 'id': 6252, 'price': '0.85', 'modified': '2025-08-05 10:24:30.970851', 'created_time': '15:34:58.196167', 'target_yard_cut_wt': '34.5', 'roll_size': '250', 'foreign_id': 8409}",2025-09-12 23:11:12.878763,0.85,0,19,,1,Required,655.9,,,3529.2,12470.8,2025-08-11,2025-07-22 15:41:58.656072,,2025-07-22 15:41:58.656072,,,"{'base_style': 'C1B4312A', 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'id': 2908, 'active': 1, 'foreign_id': 4699}",72,33439,2025-10-30,732,lbs,2025-10-30,12394.7,6465,1,72
K2507077,,72,Open,,6250,8902.0,,,45301,2.65072,187,"{'roll_size': '250', 'foreign_id': 8304, 'price': '0.85', 'modified': '2025-06-25 14:32:03.126273', 'created_time': '09:15:21.22787', 'target_yard_cut_wt': '34.5', 'version': '3REC', 'created_date': '2025-06-11', 'active': 1, 'id': 6165, 'knit_style_base': 2906, 'act_yard_cut_wt': '34.20'}",2025-08-27 14:59:27.899229,0.85,0,19,,1,Complete,,,,4,6246,2025-08-11,2025-07-22 15:25:51.228211,,2025-07-22 15:25:51.228211,,,"{'id': 2906, 'active': 1, 'foreign_id': 4695, 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'C1B4313A'}",72,33438,2025-10-30,0,lbs,2025-10-30,6246,6464,1,72
K2507075,,9,Open,,20400,,,,,1.26,120,"{'modified': '2023-09-29 08:09:09.117619', 'price': '0.40', 'target_yard_cut_wt': '7.80', 'created_time': '14:20:06.0442', 'roll_size': '50', 'foreign_id': 6167, 'knit_style_base': 2399, 'act_yard_cut_wt': '8.36', 'created_date': '2023-03-10', 'version': '0', 'active': 1, 'id': 4333}",2025-09-10 16:01:21.152669,0.40,0,1,4.0,1,Required,58.4,,,8039.9,12360.1,2025-08-04,2025-07-22 15:06:15.405159,,2025-07-22 15:06:15.405159,,,"{'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'NSAP - NATIONAL SAFETY APPAREL', 'base_style': '3009OW', 'foreign_id': 4015, 'id': 2399, 'active': 1}",9,33435,,907.6,lbs,2025-09-05,11510.9,6462,1,9
K2507072,,72,Open,,7000,8898.0,,,45288,1.17902,159,"{'act_yard_cut_wt': '15.35', 'knit_style_base': 3296, 'id': 5884, 'active': 1, 'version': '1', 'created_date': '2025-01-13', 'created_time': '14:24:53.470355', 'target_yard_cut_wt': '15.0', 'price': '0.85', 'modified': '2025-08-19 15:39:27.26394', 'foreign_id': 7962, 'roll_size': '250'}",2025-09-12 10:16:34.984245,0.85,0,19,,1,Required,16.8,,,253,6747,2025-08-18,2025-07-22 13:19:59.762285,,2025-07-22 13:19:59.762285,,,"{'foreign_id': 5193, 'active': 1, 'id': 3296, 'base_style': 'C1B4613A', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING'}",72,33419,2025-09-30,741,lbs,2025-09-30,6022.8,6459,1,72
K2507071,,72,Open,,4000,8897.0,,,45369,1.33299,46,"{'roll_size': '250', 'foreign_id': 7961, 'price': '0.85', 'modified': '2025-03-28 11:34:59.827905', 'created_time': '14:01:01.997911', 'target_yard_cut_wt': '15.5', 'version': '1', 'created_date': '2025-01-13', 'active': 1, 'id': 5883, 'knit_style_base': 3295, 'act_yard_cut_wt': '13.95'}",2025-09-04 16:36:10.243433,0.85,0,19,,1,Required,16.7,,,0,4016,2025-09-01,2025-07-22 13:18:54.292149,,2025-07-22 13:18:54.292149,,,"{'foreign_id': 5192, 'id': 3295, 'active': 1, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'base_style': 'C1B4612A'}",72,33418,2025-09-30,,lbs,2025-09-30,4032.7,6458,1,72
K2507069,,72,Open,,3000,8894.0,,,45426,1.41946,147,"{'version': '1B', 'created_date': '2025-03-06', 'id': 5977, 'active': 1, 'knit_style_base': 2550, 'act_yard_cut_wt': '18.05', 'roll_size': '250', 'foreign_id': 8073, 'price': '0.85', 'modified': '2025-06-20 10:20:28.729633', 'created_time': '09:51:48.352835', 'target_yard_cut_wt': '17.67'}",2025-09-11 23:36:11.289275,0.85,0,19,,1,Required,139.5,,,89.5999999999999,2910.4,2025-09-01,2025-07-22 12:27:05.941208,,2025-07-22 12:27:05.941208,,,"{'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'base_style': 'C1B4033', 'foreign_id': 4210, 'id': 2550, 'active': 1}",72,33416,2025-09-30,,lbs,2025-09-30,3049.9,6456,1,5
K2507068,,72,Open,,2500,8893.0,,,,2.0686,,"{'created_time': '09:04:29.967529', 'target_yard_cut_wt': '22.60', 'price': '0.85', 'modified': '2025-09-04 13:40:53.952093', 'foreign_id': 8222, 'roll_size': '250', 'act_yard_cut_wt': '22.50', 'knit_style_base': 2972, 'id': 6097, 'active': 1, 'version': '1B', 'created_date': '2025-05-09'}",2025-09-04 12:21:13.107787,0.85,0,19,,1,Required,51.6,,,0,2529.7,2025-09-01,2025-07-22 12:25:13.841161,,2025-07-22 12:25:13.841161,,,"{'active': 1, 'id': 2972, 'foreign_id': 4782, 'base_style': 'C1B3917', 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC'}",72,33415,2025-09-30,0,lbs,2025-09-30,2581.3,6455,1,72
K2507067,,72,Open,,3250,8892.0,,,,1.59985,,"{'target_yard_cut_wt': '15', 'created_time': '13:47:18.111835', 'modified': '2025-03-11 13:09:27.489492', 'price': '0.85', 'foreign_id': 8031, 'roll_size': '250', 'act_yard_cut_wt': '17.55', 'knit_style_base': 2559, 'active': 1, 'id': 5942, 'created_date': '2025-02-13', 'version': '1C'}",2025-09-12 22:01:12.382274,0.85,0,19,,1,Required,50.9,,,1769.6,1480.4,2025-09-01,2025-07-22 12:23:46.525485,,2025-07-22 12:23:46.525485,,,"{'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'base_style': 'C1B4038', 'foreign_id': 4219, 'active': 1, 'id': 2559}",72,33414,2025-09-30,588,lbs,2025-09-30,943.3,6454,1,72
K2507066,,72,Open,,6500,8891.0,,,,3.74796,,"{'act_yard_cut_wt': '18.80', 'knit_style_base': 3323, 'id': 5926, 'active': 1, 'created_date': '2025-02-03', 'version': '1', 'target_yard_cut_wt': '19', 'created_time': '12:19:42.104693', 'modified': '2025-04-15 10:31:43.217661', 'price': '1.25', 'foreign_id': 8008, 'roll_size': '250'}",2025-07-22 11:59:02.431652,1.25,0,19,,1,Required,,,,6500,0,2025-08-04,2025-07-22 11:58:31.000893,,2025-07-22 11:58:31.000893,,,"{'foreign_id': 5224, 'active': 1, 'id': 3323, 'base_style': 'CEE4638A', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None}",72,33413,2025-12-01,,lbs,2025-12-01,,6453,1,72
K2507065,,72,Open,,7000,8890.0,,,,1.70192,,"{'created_date': '2025-02-13', 'version': '1L', 'active': 1, 'id': 5943, 'knit_style_base': 2923, 'act_yard_cut_wt': '29.25', 'roll_size': '250', 'foreign_id': 8032, 'modified': '2025-07-07 08:24:01.46942', 'price': '1.25', 'target_yard_cut_wt': '28.00', 'created_time': '14:00:15.979014'}",2025-07-22 11:57:41.306147,1.25,0,19,,1,Required,,,,7000,0,2025-08-11,2025-07-22 11:56:53.47588,,2025-07-22 11:56:53.47588,,,"{'foreign_id': 4720, 'id': 2923, 'active': 1, 'base_style': 'CEE4317A', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None}",72,33412,2025-12-01,,lbs,2025-12-01,,6452,1,72
K2507064,,72,Open,,6000,8889.0,,,,2.70297,,"{'act_yard_cut_wt': '12.90', 'knit_style_base': 1385, 'id': 5580, 'active': 1, 'version': '1D', 'created_date': '2024-08-28', 'created_time': '11:30:52.823056', 'target_yard_cut_wt': '14.00', 'price': '0.85', 'modified': '2025-07-03 13:22:02.783181', 'foreign_id': 7613, 'roll_size': '250'}",2025-07-22 11:56:01.172835,0.85,0,19,,1,Required,,,,6000,0,2025-08-11,2025-07-22 11:55:25.665199,,2025-07-22 11:55:25.665199,,,"{'foreign_id': 2671, 'active': 1, 'id': 1385, 'base_style': 'C1B3194', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None}",72,33411,2025-12-01,,lbs,2025-12-01,,6451,1,72
K2507062,,72,Open,,2400,8888.0,,,45213,4.61,77,"{'act_yard_cut_wt': '7.65', 'knit_style_base': 3341, 'id': 5962, 'active': 1, 'version': '0', 'created_date': '2025-02-24', 'created_time': '11:07:11.619526', 'target_yard_cut_wt': '7.85', 'price': '0.65', 'modified': '2025-06-26 12:04:52.829075', 'foreign_id': 8055, 'roll_size': '50'}",2025-08-18 08:56:10.300458,0.65,0,19,,1,Complete,37.1,,,0,2839.7,2025-07-22,2025-07-21 15:41:24.613149,,2025-07-21 15:41:24.613149,,,"{'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'base_style': 'CT4648', 'foreign_id': 5245, 'id': 3341, 'active': 1}",72,33394,2025-08-08,1258.3,lbs,2025-08-08,1618.5,6449,1,72
K2507061,,72,Open,,6760,,,,45212,1.060106,87,"{'foreign_id': 8396, 'roll_size': '52', 'target_yard_cut_wt': '3.9', 'created_time': '15:11:07.968165', 'modified': '2025-09-05 10:34:26.512055', 'price': '1.05', 'id': 6242, 'active': 1, 'created_date': '2025-07-18', 'version': '1', 'act_yard_cut_wt': '4.05', 'knit_style_base': 3478}",2025-09-11 21:46:09.7116,1.05,0,19,,1,Complete,14.4,"Greige for 80"" and 84"" ",,0,6974.2,2025-07-22,2025-07-21 15:28:51.0754,,2025-07-21 15:28:51.0754,,,"{'foreign_id': 5424, 'active': 1, 'id': 3478, 'base_style': 'CT4785', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC'}",72,33393,2025-07-25,53.5,lbs,2025-07-25,6935.1,6448,1,72
K2507060,,72,Open,,2700,8887.0,,,45275,2.71414,13,"{'modified': '2025-09-02 13:37:19.888668', 'price': '0.85', 'target_yard_cut_wt': '19.0', 'created_time': '13:39:34.069682', 'roll_size': '50', 'foreign_id': 7737, 'knit_style_base': 67, 'act_yard_cut_wt': '19.40', 'created_date': '2024-10-04', 'version': '1L', 'active': 1, 'id': 5685}",2025-08-26 22:41:09.138845,0.85,0,19,,1,Required,39.13,,,1299.33,1400.67,2025-07-21,2025-07-21 14:47:52.623615,,2025-07-21 14:47:52.623615,,,"{'created_time': None, 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CT2552', 'active': 1, 'id': 67, 'foreign_id': 1236}",72,33392,2025-08-08,0,lbs,2025-08-08,1439.80,6447,1,72
K2507059,,72,Open,,2000,8886.0,,,,1.36086,,"{'foreign_id': 8262, 'roll_size': '250', 'created_time': '11:55:31.969294', 'target_yard_cut_wt': '29.20', 'price': '0.85', 'modified': '2025-08-18 14:26:51.611751', 'active': 1, 'id': 6131, 'version': '1B', 'created_date': '2025-05-23', 'act_yard_cut_wt': '29.80', 'knit_style_base': 210}",2025-08-12 15:01:12.266889,0.85,0,19,,1,Required,20.6,,,495,1505.0,2025-07-21,2025-07-21 14:45:18.547991,,2025-07-21 14:45:18.547991,,,"{'base_style': 'CT1577', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'foreign_id': 161, 'id': 210, 'active': 1}",72,33391,2025-08-08,,lbs,2025-08-08,1525.6,6446,1,72
K2507058,,80,Open,,50,8885.0,,,45211,2.497696,123,"{'created_date': '2025-07-21', 'version': '1', 'id': 6245, 'active': 1, 'knit_style_base': 3481, 'act_yard_cut_wt': '33.75', 'roll_size': '50', 'foreign_id': 8399, 'modified': '2025-08-26 16:56:47.204021', 'price': '1.25', 'target_yard_cut_wt': '34.5', 'created_time': '13:45:56.531691'}",2025-08-12 09:46:11.019756,1.25,0,16,,1,Required,21.4,,,0,72.1,2025-07-29,2025-07-21 14:10:01.058741,,2025-07-21 14:10:01.058741,,,"{'foreign_id': 5427, 'active': 1, 'id': 3481, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'base_style': 'CEE4780B'}",80,33385,,,lbs,2025-08-05,93.5,6445,1,80
K2507056,,72,Open,,16000,8883.0,,,45208,1.2,136,"{'foreign_id': 6617, 'roll_size': '80', 'target_yard_cut_wt': '8.00', 'created_time': '15:47:38.897507', 'modified': '2024-10-09 12:39:27.139531', 'price': '1.00', 'id': 4708, 'active': 1, 'created_date': '2023-08-22', 'version': '1', 'act_yard_cut_wt': '7.60', 'knit_style_base': 1761}",2025-09-10 18:36:16.08889,1.00,0,19,,1,Complete,48.8,,,11358.5,4641.5,2025-07-21,2025-07-21 10:54:12.404064,,2025-07-21 10:54:12.404064,,,"{'foreign_id': 3216, 'id': 1761, 'active': 1, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CF5092'}",72,33378,,,lbs,2025-11-28,4690.3,6443,1,72
K2507055,,80,Open,,35,8882.0,,,45206,2.307349,123,"{'target_yard_cut_wt': '27.0', 'created_time': '14:50:46.014621', 'modified': '2025-09-02 08:56:38.138142', 'price': '1.25', 'foreign_id': 8393, 'roll_size': '35', 'act_yard_cut_wt': None, 'knit_style_base': 3477, 'id': 6239, 'active': 1, 'created_date': '2025-07-18', 'version': '1'}",2025-09-12 09:34:00.477332,1.25,0,16,,1,Required,,,,35,0,2025-07-28,2025-07-18 15:27:09.521495,,2025-07-18 15:27:09.521495,,,"{'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'base_style': 'CEE4763A', 'foreign_id': 5423, 'active': 1, 'id': 3477}",80,33365,,,lbs,2025-08-05,,6442,1,80
K2507048,,72,Open,,22500,8871.0,,,45190,1.60364,223,"{'id': 6229, 'active': 1, 'created_date': '2025-07-11', 'version': '1N', 'act_yard_cut_wt': '23.95', 'knit_style_base': 3254, 'foreign_id': 8380, 'roll_size': '250', 'target_yard_cut_wt': '24.70', 'created_time': '15:57:32.748858', 'modified': '2025-07-30 14:20:42.638229', 'price': '0.85'}",2025-09-08 21:21:12.035621,0.85,0,19,,1,Complete,164.1,,,13985.9,8514.1,2025-07-17,2025-07-16 15:46:48.62762,,2025-07-16 15:46:48.62762,,,"{'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'base_style': 'C1B4571A', 'foreign_id': 5146, 'active': 1, 'id': 3254}",72,33319,2025-09-30,,lbs,2025-09-30,8678.2,6435,1,72
K2507047,,72,Open,,22500,8870.0,,,45189,1.60364,222,"{'target_yard_cut_wt': '24.70', 'created_time': '15:57:32.748858', 'modified': '2025-07-30 14:20:42.638229', 'price': '0.85', 'foreign_id': 8380, 'roll_size': '250', 'act_yard_cut_wt': '23.95', 'knit_style_base': 3254, 'id': 6229, 'active': 1, 'created_date': '2025-07-11', 'version': '1N'}",2025-09-09 16:36:09.635208,0.85,0,19,,1,Complete,435.0,,,7601.8,14898.2,2025-07-17,2025-07-16 15:45:01.503383,,2025-07-16 15:45:01.503383,,,"{'base_style': 'C1B4571A', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'foreign_id': 5146, 'id': 3254, 'active': 1}",72,33318,2025-09-30,480,lbs,2025-09-30,14838.2,6434,1,72
