inspection_machine,qty_lbs_at_creation,actual_created_dt,dol_attach_log,greige_summary,knit_order,roll_number,vendor_roll_number,knit_machine,greige_purchase_order,knit_date,cost,sales_order,document,unit_cost_yarn,unit_cost,knit_version,bh_customer,qty_yds,memo_dt,inspector,bh_sales_order,roll_number_sort,ship_dt,void_dt,ship_date,unit_cost_knit,return,qty_lbs,created_by,created_dt,dye_order_line,roll_width,id,knitter,unit_cost_purchase,warehouse
10,39.9,2021-07-26 15:41:14.832077,,726,1488,034258009,,075,,2021-07-26,116.907,,K2107038,2.18,2.93,"{'act_yard_cut_wt': '10.88', 'knit_style_base': {'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'base_style': 'CF5022', 'foreign_id': 2340, 'id': 1142, 'active': 1}, 'id': 2128, 'active': 1, 'version': '0', 'created_date': '2021-04-15', 'created_time': '11:01:01.355854', 'target_yard_cut_wt': '10.75', 'price': '0.75', 'modified': '2023-11-29 22:59:50.072491', 'foreign_id': 3509, 'roll_size': '40'}",,60.8,,06586,,342580090,,,,0.75,,39.9,,2021-07-26 23:59:59,,33,87095,06351,,G00
01,54.2,2021-08-27 11:06:07.936309,,938,1610,034621002,,120,,2021-08-26,123.576,,K2108077,2.27,2.28,"{'foreign_id': 3789, 'roll_size': '55', 'created_time': '13:49:17.536249', 'target_yard_cut_wt': '6.15', 'price': '0.45', 'modified': '2023-11-29 23:00:06.317', 'id': 2331, 'active': 1, 'version': '0', 'created_date': '2021-08-18', 'act_yard_cut_wt': '6.6', 'knit_style_base': {'foreign_id': 2497, 'active': 1, 'id': 1245, 'base_style': 'CF5036', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC'}}",,136.9,,06586,,346210020,,,,0.01,,54.2,,2021-08-26 23:59:59,,24,91670,01592,,G00
01,43.3,2022-01-28 08:21:08.088305,,1197,2020,035812031,,163,,2022-01-27,238.070328,,K2201019,3.89816,5.49816,"{'active': 1, 'id': 2835, 'version': 'BC2', 'created_date': '2022-01-04', 'act_yard_cut_wt': '7.70', 'knit_style_base': {'base_style': '2140373', 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'id': 1218, 'active': 1, 'foreign_id': 2456}, 'foreign_id': 4396, 'roll_size': '40', 'created_time': '16:06:07.781352', 'target_yard_cut_wt': '8.40', 'price': '1.60', 'modified': '2023-11-29 22:59:14.542761'}",,89.974025974026,,03958,,358120310,,,,1.60,,43.3,,2022-01-27 23:59:59,,0,121893,04879,,G00
01,48.1,2022-01-28 16:21:07.998464,,1197,2020,035812032,,163,,2022-01-28,264.461496,,K2201019,3.89816,5.49816,"{'foreign_id': 4396, 'roll_size': '40', 'target_yard_cut_wt': '8.40', 'created_time': '16:06:07.781352', 'modified': '2023-11-29 22:59:14.542761', 'price': '1.60', 'id': 2835, 'active': 1, 'created_date': '2022-01-04', 'version': 'BC2', 'act_yard_cut_wt': '7.70', 'knit_style_base': {'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'base_style': '2140373', 'foreign_id': 2456, 'active': 1, 'id': 1218}}",,99.948051948052,,06816,,358120320,,,,1.60,,48.1,,2022-01-28 23:59:59,,0,122030,06393,,G00
01,48.3,2022-01-31 05:11:08.056633,,1197,2020,035812034,,163,,2022-01-31,265.561128,,K2201019,3.89816,5.49816,"{'foreign_id': 4396, 'roll_size': '40', 'target_yard_cut_wt': '8.40', 'created_time': '16:06:07.781352', 'modified': '2023-11-29 22:59:14.542761', 'price': '1.60', 'active': 1, 'id': 2835, 'created_date': '2022-01-04', 'version': 'BC2', 'act_yard_cut_wt': '7.70', 'knit_style_base': {'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'base_style': '2140373', 'foreign_id': 2456, 'id': 1218, 'active': 1}}",,100.363636363636,,06827,,358120340,,,,1.60,,48.3,,2022-01-31 23:59:59,,0,122296,04879,,G00
51,47.9,2022-03-26 09:31:08.616136,,1357,2141,036119039,,526,,2022-03-26,315.351566,,K2202005,5.53354,6.58354,"{'modified': '2023-11-29 23:00:46.856757', 'price': '1.05', 'target_yard_cut_wt': '11.5', 'created_time': '10:38:19.523854', 'roll_size': '50', 'foreign_id': 4647, 'knit_style_base': {'base_style': 'DFF446R', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'NSAP - NATIONAL SAFETY APPAREL', 'foreign_id': 715, 'active': 1, 'id': 766}, 'act_yard_cut_wt': '10.06', 'created_date': '2022-02-23', 'version': 'S', 'id': 3062, 'active': 1}",,76.182902584493,,06577,,361190390,,,,1.05,,47.9,,2022-03-26 23:59:59,,0,136487,06843,,G00
01,51.9,2022-05-31 18:41:08.773197,,1188,2347,037112070,,012,,2022-05-31,153.72196348267,,K2204018,2.21188754301868,2.96188754301868,"{'knit_style_base': {'created_time': None, 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'BK 8415', 'active': 1, 'id': 1091, 'foreign_id': 2263}, 'act_yard_cut_wt': '10.12', 'version': '3LC2', 'created_date': '2022-01-04', 'id': 2834, 'active': 1, 'price': '0.75', 'modified': '2022-03-03 13:29:14.297781', 'created_time': '16:04:36.356218', 'target_yard_cut_wt': '9.75', 'roll_size': '50', 'foreign_id': 4393}",,82.0553359683795,,06816,,371120700,,,,0.75,,51.9,,2022-05-31 18:41:08.773197,,0,147132,02514,,G00
01,52.3,2022-06-01 10:56:08.41762,,1188,2347,037112075,,012,,2022-06-01,154.906718499877,20890.0,K2204018,2.21188754301868,2.96188754301868,"{'act_yard_cut_wt': '10.12', 'knit_style_base': {'foreign_id': 2263, 'id': 1091, 'active': 1, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'BK 8415'}, 'id': 2834, 'active': 1, 'version': '3LC2', 'created_date': '2022-01-04', 'created_time': '16:04:36.356218', 'target_yard_cut_wt': '9.75', 'price': '0.75', 'modified': '2022-03-03 13:29:14.297781', 'foreign_id': 4393, 'roll_size': '50'}",,82.6877470355731,,03958,,371120750,,,2024-10-02,0.75,,52.3,,2022-06-01 10:56:08.41762,,0,147264,02247,,G00
03,50,2022-06-01 12:51:11.247157,,1188,2347,137112076,,012,,2022-06-01,148.094377150934,,K2204018,2.21188754301868,2.96188754301868,"{'modified': '2022-03-03 13:29:14.297781', 'price': '0.75', 'target_yard_cut_wt': '9.75', 'created_time': '16:04:36.356218', 'roll_size': '50', 'foreign_id': 4393, 'knit_style_base': {'active': 1, 'id': 1091, 'foreign_id': 2263, 'base_style': 'BK 8415', 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC'}, 'act_yard_cut_wt': '10.12', 'created_date': '2022-01-04', 'version': '3LC2', 'active': 1, 'id': 2834}",,80,,06654,,371120761,,,,0.75,,50,,2022-06-01 12:51:11.247157,,36,147293,02247,,G00
01,53.4,2022-06-01 14:36:56.130337,,1188,2347,037112077,,012,,2022-06-01,158.164794797198,,K2204018,2.21188754301868,2.96188754301868,"{'price': '0.75', 'modified': '2022-03-03 13:29:14.297781', 'created_time': '16:04:36.356218', 'target_yard_cut_wt': '9.75', 'roll_size': '50', 'foreign_id': 4393, 'knit_style_base': {'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'BK 8415', 'foreign_id': 2263, 'id': 1091, 'active': 1}, 'act_yard_cut_wt': '10.12', 'version': '3LC2', 'created_date': '2022-01-04', 'id': 2834, 'active': 1}",,84.4268774703557,,03958,,371120770,,,,0.75,,53.4,,2022-06-01 14:36:56.130337,,0,147325,02514,,G00
01,51.5,2022-06-01 17:01:08.291936,,1188,2347,037112078,,012,,2022-06-01,152.537208465462,,K2204018,2.21188754301868,2.96188754301868,"{'knit_style_base': {'base_style': 'BK 8415', 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'active': 1, 'id': 1091, 'foreign_id': 2263}, 'act_yard_cut_wt': '10.12', 'created_date': '2022-01-04', 'version': '3LC2', 'active': 1, 'id': 2834, 'modified': '2022-03-03 13:29:14.297781', 'price': '0.75', 'target_yard_cut_wt': '9.75', 'created_time': '16:04:36.356218', 'roll_size': '50', 'foreign_id': 4393}",,81.4229249011858,,06816,,371120780,,,,0.75,,51.5,,2022-06-01 17:01:08.291936,,0,147357,02514,,G00
01,52.5,2022-06-01 18:46:34.051765,,1188,2347,037112079,,012,,2022-06-01,155.499096008481,,K2204018,2.21188754301868,2.96188754301868,"{'created_time': '16:04:36.356218', 'target_yard_cut_wt': '9.75', 'price': '0.75', 'modified': '2022-03-03 13:29:14.297781', 'foreign_id': 4393, 'roll_size': '50', 'act_yard_cut_wt': '10.12', 'knit_style_base': {'active': 1, 'id': 1091, 'foreign_id': 2263, 'base_style': 'BK 8415', 'created_time': None, 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC'}, 'active': 1, 'id': 2834, 'version': '3LC2', 'created_date': '2022-01-04'}",,85.6,,06828,,371120790,,,,0.75,,52.5,,2022-06-01 18:46:34.051765,,33,147370,02514,,G00
03,48.8,2022-06-01 09:16:08.282656,,1188,2347,037114089,,059,,2022-05-31,144.540112099312,,K2204018,2.21188754301868,2.96188754301868,"{'created_date': '2022-01-04', 'version': '3LC2', 'active': 1, 'id': 2834, 'knit_style_base': {'created_time': None, 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'BK 8415', 'id': 1091, 'active': 1, 'foreign_id': 2263}, 'act_yard_cut_wt': '10.12', 'roll_size': '50', 'foreign_id': 4393, 'modified': '2022-03-03 13:29:14.297781', 'price': '0.75', 'target_yard_cut_wt': '9.75', 'created_time': '16:04:36.356218'}",,88.8,,06654,,371140890,,,,0.75,,48.8,,2022-06-01 09:16:08.282656,,35,147235,06761,,G00
01,50,2022-06-01 08:21:14.430157,,1188,2347,037114090,,059,,2022-05-31,148.094377150934,,K2204018,2.21188754301868,2.96188754301868,"{'target_yard_cut_wt': '9.75', 'created_time': '16:04:36.356218', 'modified': '2022-03-03 13:29:14.297781', 'price': '0.75', 'foreign_id': 4393, 'roll_size': '50', 'act_yard_cut_wt': '10.12', 'knit_style_base': {'base_style': 'BK 8415', 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'active': 1, 'id': 1091, 'foreign_id': 2263}, 'active': 1, 'id': 2834, 'created_date': '2022-01-04', 'version': '3LC2'}",,79.0513833992095,,03958,,371140900,,,,0.75,,50,,2022-06-01 08:21:14.430157,,0,147212,04983,,G00
01,50.1,2022-06-01 10:36:10.386445,,1188,2347,037114092,,059,,2022-06-01,148.390565905236,,K2204018,2.21188754301868,2.96188754301868,"{'foreign_id': 4393, 'roll_size': '50', 'target_yard_cut_wt': '9.75', 'created_time': '16:04:36.356218', 'modified': '2022-03-03 13:29:14.297781', 'price': '0.75', 'id': 2834, 'active': 1, 'created_date': '2022-01-04', 'version': '3LC2', 'act_yard_cut_wt': '10.12', 'knit_style_base': {'id': 1091, 'active': 1, 'foreign_id': 2263, 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'BK 8415'}}",,79.2094861660079,,03958,,371140920,,,,0.75,,50.1,,2022-06-01 10:36:10.386445,,0,147254,04983,,G00
03,49.2,2022-06-01 11:26:08.280361,,1188,2347,037114093,,059,,2022-06-01,145.724867116519,,K2204018,2.21188754301868,2.96188754301868,"{'knit_style_base': {'base_style': 'BK 8415', 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'id': 1091, 'active': 1, 'foreign_id': 2263}, 'act_yard_cut_wt': '10.12', 'created_date': '2022-01-04', 'version': '3LC2', 'id': 2834, 'active': 1, 'modified': '2022-03-03 13:29:14.297781', 'price': '0.75', 'target_yard_cut_wt': '9.75', 'created_time': '16:04:36.356218', 'roll_size': '50', 'foreign_id': 4393}",,85.9,,06654,,371140930,,,,0.75,,49.2,,2022-06-01 11:26:08.280361,,35,147280,06611,,G00
03,51.4,2022-06-01 16:36:08.428444,,1188,2347,037114094,,059,,2022-06-01,152.24101971116,,K2204018,2.21188754301868,2.96188754301868,"{'id': 2834, 'active': 1, 'created_date': '2022-01-04', 'version': '3LC2', 'act_yard_cut_wt': '10.12', 'knit_style_base': {'foreign_id': 2263, 'active': 1, 'id': 1091, 'base_style': 'BK 8415', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC'}, 'foreign_id': 4393, 'roll_size': '50', 'target_yard_cut_wt': '9.75', 'created_time': '16:04:36.356218', 'modified': '2022-03-03 13:29:14.297781', 'price': '0.75'}",,87,,06924,,371140940,,,,0.75,,51.4,,2022-06-01 16:36:08.428444,,35,147352,06611,,G00
01,51.3,2022-06-01 17:06:14.64564,,1188,2347,037114095,,059,,2022-06-01,151.944830956858,,K2204018,2.21188754301868,2.96188754301868,"{'target_yard_cut_wt': '9.75', 'created_time': '16:04:36.356218', 'modified': '2022-03-03 13:29:14.297781', 'price': '0.75', 'foreign_id': 4393, 'roll_size': '50', 'act_yard_cut_wt': '10.12', 'knit_style_base': {'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'BK 8415', 'foreign_id': 2263, 'active': 1, 'id': 1091}, 'active': 1, 'id': 2834, 'created_date': '2022-01-04', 'version': '3LC2'}",,81.1067193675889,,06816,,371140950,,,,0.75,,51.3,,2022-06-01 17:06:14.64564,,0,147359,06611,,G00
02,43.1,2022-06-28 11:21:11.809433,,1629,2633,037530002,,066,,2022-06-24,69.4034105284068,,K2206075,1.60028794729482,1.61028794729482,"{'modified': '2023-11-29 22:59:58.554834', 'price': '1.45', 'target_yard_cut_wt': '8.00', 'created_time': '10:12:55.195248', 'roll_size': '40', 'foreign_id': 5060, 'knit_style_base': {'id': 1745, 'active': 1, 'foreign_id': 3196, 'base_style': 'CF5090', 'qs_customer': 'FAYT - FAYTEX CORP', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC'}, 'act_yard_cut_wt': '7.32', 'created_date': '2022-06-15', 'version': '0', 'active': 1, 'id': 3386}",,106.1,,06804,,375300020,,,,0.01,,43.1,,2022-06-28 11:21:11.809433,,39,150958,06788,,G00
02,51.2,2022-08-22 16:56:34.933593,/ATT:23267:2024-02-26 09:34:49-0500/CXL:23267:2024-02-26 11:19:52-0500/ATT:29488:2025-05-14 14:35:09-0400/DET:29488:2025-05-14 14:40:35-0400,1693,2744,037839006,,095,,2022-08-16,180.964994641169,,K2207092,3.03447255158534,3.53447255158534,"{'price': '0.50', 'modified': '2024-03-14 08:43:06.767478', 'created_time': '08:00:57.49297', 'target_yard_cut_wt': '9.75', 'roll_size': '56', 'foreign_id': 5188, 'knit_style_base': {'created_time': None, 'qs_customer': 'KITH - KEEP IT HERE', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CF5109', 'active': 1, 'id': 1819, 'foreign_id': 3284}, 'act_yard_cut_wt': '8.16', 'version': '0', 'created_date': '2022-07-22', 'id': 3488, 'active': 1}",,98.4,,03858,,378390060,,,,0.50,,51.2,,2022-08-16 18:51:08.105116,,32,157797,06712,,G00
01,52.8,2022-08-22 09:01:39.154975,,1693,2744,037839030,,095,,2022-08-20,186.666152590665,,K2207092,3.03534379906562,3.53534379906562,"{'foreign_id': 5188, 'roll_size': '56', 'target_yard_cut_wt': '9.75', 'created_time': '08:00:57.49297', 'modified': '2024-03-14 08:43:06.767478', 'price': '0.50', 'active': 1, 'id': 3488, 'created_date': '2022-07-22', 'version': '0', 'act_yard_cut_wt': '8.16', 'knit_style_base': {'base_style': 'CF5109', 'qs_customer': 'KITH - KEEP IT HERE', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'active': 1, 'id': 1819, 'foreign_id': 3284}}",,103.529411764706,,03958,,378390300,,,,0.50,,52.8,,2022-08-22 09:01:39.154975,,0,157650,01557,,G00
01,53,2022-08-22 19:51:08.948709,,1693,2744,037839036,,095,,2022-08-22,187.373221350478,,K2207092,3.03534379906562,3.53534379906562,"{'active': 1, 'id': 3488, 'created_date': '2022-07-22', 'version': '0', 'act_yard_cut_wt': '8.16', 'knit_style_base': {'base_style': 'CF5109', 'qs_customer': 'KITH - KEEP IT HERE', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'id': 1819, 'active': 1, 'foreign_id': 3284}, 'foreign_id': 5188, 'roll_size': '56', 'target_yard_cut_wt': '9.75', 'created_time': '08:00:57.49297', 'modified': '2024-03-14 08:43:06.767478', 'price': '0.50'}",,103.921568627451,,06816,,378390360,,,,0.50,,53,,2022-08-22 19:51:08.948709,,0,157889,02305,,G00
01,53,2022-08-22 19:01:22.297361,,1693,2744,037839037,,095,,2022-08-22,187.373221350478,,K2207092,3.03534379906562,3.53534379906562,"{'act_yard_cut_wt': '8.16', 'knit_style_base': {'created_time': None, 'qs_customer': 'KITH - KEEP IT HERE', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CF5109', 'id': 1819, 'active': 1, 'foreign_id': 3284}, 'active': 1, 'id': 3488, 'version': '0', 'created_date': '2022-07-22', 'created_time': '08:00:57.49297', 'target_yard_cut_wt': '9.75', 'price': '0.50', 'modified': '2024-03-14 08:43:06.767478', 'foreign_id': 5188, 'roll_size': '56'}",,103.921568627451,,06816,,378390370,,,,0.50,,53,,2022-08-22 19:01:18.649139,,0,157869,02305,,G00
01,52.9,2022-08-22 17:46:09.137207,,1693,2744,037839038,,095,,2022-08-22,187.019686970571,,K2207092,3.03534379906562,3.53534379906562,"{'act_yard_cut_wt': '8.16', 'knit_style_base': {'active': 1, 'id': 1819, 'foreign_id': 3284, 'qs_customer': 'KITH - KEEP IT HERE', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CF5109'}, 'id': 3488, 'active': 1, 'created_date': '2022-07-22', 'version': '0', 'target_yard_cut_wt': '9.75', 'created_time': '08:00:57.49297', 'modified': '2024-03-14 08:43:06.767478', 'price': '0.50', 'foreign_id': 5188, 'roll_size': '56'}",,103.725490196078,,06816,,378390380,,,,0.50,,52.9,,2022-08-22 17:46:09.137207,,0,157837,06931,,G00
02,51.6,2022-08-23 14:06:09.581997,,1693,2744,037839039,,095,,2022-08-22,182.423740031786,,K2207092,3.03534379906562,3.53534379906562,"{'knit_style_base': {'base_style': 'CF5109', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'KITH - KEEP IT HERE', 'created_time': None, 'foreign_id': 3284, 'id': 1819, 'active': 1}, 'act_yard_cut_wt': '8.16', 'version': '0', 'created_date': '2022-07-22', 'id': 3488, 'active': 1, 'price': '0.50', 'modified': '2024-03-14 08:43:06.767478', 'created_time': '08:00:57.49297', 'target_yard_cut_wt': '9.75', 'roll_size': '56', 'foreign_id': 5188}",,106.7,,06138,,378390390,,,,0.50,,51.6,,2022-08-23 14:06:09.581997,,33,158155,06931,,G00
01,52.7,2022-08-22 14:41:13.363111,,1693,2744,037839040,,095,,2022-08-22,186.312618210758,,K2207092,3.03534379906562,3.53534379906562,"{'foreign_id': 5188, 'roll_size': '56', 'target_yard_cut_wt': '9.75', 'created_time': '08:00:57.49297', 'modified': '2024-03-14 08:43:06.767478', 'price': '0.50', 'id': 3488, 'active': 1, 'created_date': '2022-07-22', 'version': '0', 'act_yard_cut_wt': '8.16', 'knit_style_base': {'active': 1, 'id': 1819, 'foreign_id': 3284, 'qs_customer': 'KITH - KEEP IT HERE', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CF5109'}}",,103.333333333333,,03958,,378390400,,,,0.50,,52.7,,2022-08-22 14:41:13.363111,,0,157755,06712,,G00
01,52.9,2022-08-22 19:16:08.276916,,1693,2744,037839041,,095,,2022-08-22,187.019686970571,,K2207092,3.03534379906562,3.53534379906562,"{'target_yard_cut_wt': '9.75', 'created_time': '08:00:57.49297', 'modified': '2024-03-14 08:43:06.767478', 'price': '0.50', 'foreign_id': 5188, 'roll_size': '56', 'act_yard_cut_wt': '8.16', 'knit_style_base': {'foreign_id': 3284, 'active': 1, 'id': 1819, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'KITH - KEEP IT HERE', 'base_style': 'CF5109'}, 'id': 3488, 'active': 1, 'created_date': '2022-07-22', 'version': '0'}",,103.725490196078,,06816,,378390410,,,,0.50,,52.9,,2022-08-22 19:16:08.276916,,0,157874,06712,,G00
01,52.8,2022-08-22 20:16:09.192093,,1693,2744,037839042,,095,,2022-08-22,186.666152590665,,K2207092,3.03534379906562,3.53534379906562,"{'price': '0.50', 'modified': '2024-03-14 08:43:06.767478', 'created_time': '08:00:57.49297', 'target_yard_cut_wt': '9.75', 'roll_size': '56', 'foreign_id': 5188, 'knit_style_base': {'created_time': None, 'qs_customer': 'KITH - KEEP IT HERE', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CF5109', 'id': 1819, 'active': 1, 'foreign_id': 3284}, 'act_yard_cut_wt': '8.16', 'version': '0', 'created_date': '2022-07-22', 'active': 1, 'id': 3488}",,103.529411764706,,06816,,378390420,,,,0.50,,52.8,,2022-08-22 20:16:09.192093,,0,157902,03301,,G00
01,53,2022-08-23 08:06:18.558855,,1693,2744,037839043,,095,,2022-08-22,187.373221350478,,K2207092,3.03534379906562,3.53534379906562,"{'roll_size': '56', 'foreign_id': 5188, 'price': '0.50', 'modified': '2024-03-14 08:43:06.767478', 'created_time': '08:00:57.49297', 'target_yard_cut_wt': '9.75', 'version': '0', 'created_date': '2022-07-22', 'active': 1, 'id': 3488, 'knit_style_base': {'foreign_id': 3284, 'active': 1, 'id': 1819, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'KITH - KEEP IT HERE', 'base_style': 'CF5109'}, 'act_yard_cut_wt': '8.16'}",,103.921568627451,,03958,,378390430,,,,0.50,,53,,2022-08-23 08:06:18.558855,,0,157972,03301,,G00
01,53,2022-08-23 08:56:20.749955,,1693,2744,037839044,,095,,2022-08-23,187.373221350478,,K2207092,3.03534379906562,3.53534379906562,"{'created_time': '08:00:57.49297', 'target_yard_cut_wt': '9.75', 'price': '0.50', 'modified': '2024-03-14 08:43:06.767478', 'foreign_id': 5188, 'roll_size': '56', 'act_yard_cut_wt': '8.16', 'knit_style_base': {'base_style': 'CF5109', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'KITH - KEEP IT HERE', 'created_time': None, 'foreign_id': 3284, 'id': 1819, 'active': 1}, 'id': 3488, 'active': 1, 'version': '0', 'created_date': '2022-07-22'}",,103.921568627451,,03958,,378390440,,,,0.50,,53,,2022-08-23 08:56:20.749955,,0,158005,06931,,G00
