knit_version,unit_cost_yarn,machine,knit_price,modified,costing_exception_overridden,active,ship_to_processor,customer_service_rep,schedule_status,split_from,serial_number,sched_enter_by,status,ship_to,qty_ordered,bki,related_dye_order_plan,sched_done_by,purchase_order,job,id,qty_shipped,knitter,quoted_date,qty_G00,uom,requested_date,updated_by,instructions,seconds,qty_received,knit_start,sched_enter_dt,balance,sched_done_dt,internal_notes,note,created_date,created_by,close_dt,knit_style_base
"{'version': '1', 'created_date': '2020-08-26', 'active': 1, 'id': 1772, 'knit_style_base': 391, 'act_yard_cut_wt': '30.00', 'roll_size': '65', 'foreign_id': 2918, 'price': '0.50', 'modified': '2024-09-24 12:19:13.362903', 'created_time': '13:19:09.588416', 'target_yard_cut_wt': '29.70'}",4.0691,37,0.50,2025-09-12 20:46:09.822135,0,1,3.0,1,Required,,K2507107,9,Open,,4315,,8945.0,,4600002032,33631,6494,2414.6,1,,603,lbs,2025-09-26,9,,23,3017.6,2025-08-18,2025-07-30 14:56:45.347576,1297.4,,,,2025-07-30 14:56:45.347576,9,,"{'active': 1, 'id': 391, 'foreign_id': 1080, 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'BK 5425'}"
"{'act_yard_cut_wt': None, 'knit_style_base': 3495, 'id': 6273, 'active': 1, 'version': '1', 'created_date': '2025-07-29', 'created_time': '15:13:10.372038', 'target_yard_cut_wt': '37.7', 'price': '1.25', 'modified': '2025-07-30 13:39:21.732504', 'foreign_id': 8432, 'roll_size': '50'}",3.718678,123,1.25,2025-09-12 09:34:19.185551,0,1,,16,Required,,K2507105,80,Open,,50,45258,8944.0,,,33626,6492,,1,,,lbs,2025-08-08,80,,,0,2025-08-06,2025-07-30 13:36:18.076822,50,,,,2025-07-30 13:36:18.076822,80,,"{'id': 3495, 'active': 1, 'foreign_id': 5442, 'base_style': 'CEE4794A', 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC'}"
"{'created_date': '2025-07-07', 'version': '1', 'active': 1, 'id': 6217, 'knit_style_base': 3466, 'act_yard_cut_wt': '31.05', 'roll_size': '50', 'foreign_id': 8363, 'modified': '2025-08-18 13:33:55.596267', 'price': '0.85', 'target_yard_cut_wt': '29.0', 'created_time': '15:22:29.671029'}",3.454072,195,0.85,2025-08-12 09:31:12.251413,0,1,,16,Required,,K2507104,80,Open,,50,45257,8942.0,,,33619,6491,63.8,1,,,lbs,2025-08-08,80,,17.5,46.3,2025-08-04,2025-07-30 10:44:59.785399,3.7,,,,2025-07-30 10:44:59.785399,80,,"{'base_style': 'C1B4771A', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'foreign_id': 5407, 'active': 1, 'id': 3466}"
"{'modified': '2025-07-30 09:41:30.737705', 'price': '1.25', 'target_yard_cut_wt': '26.2', 'created_time': '16:05:42.518775', 'roll_size': '50', 'foreign_id': 8346, 'knit_style_base': 3457, 'act_yard_cut_wt': None, 'created_date': '2025-06-30', 'version': '1', 'active': 1, 'id': 6202}",2.469445,123,1.25,2025-07-30 10:33:48.491567,0,1,,16,Required,,K2507102,80,Open,,50,45255,8940.0,,,33617,6489,,1,,,lbs,2025-08-15,80,,,0,2025-08-08,2025-07-30 10:30:01.473836,50,,,,2025-07-30 10:30:01.473836,80,,"{'foreign_id': 5391, 'id': 3457, 'active': 1, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'base_style': 'CEE4750A'}"
"{'active': 1, 'id': 6268, 'version': '1', 'created_date': '2025-07-25', 'act_yard_cut_wt': None, 'knit_style_base': 3493, 'foreign_id': 8425, 'roll_size': '50', 'created_time': '09:08:06.420505', 'target_yard_cut_wt': '27.0', 'price': '1.25', 'modified': '2025-08-14 08:30:28.300465'}",2.122996,123,1.25,2025-09-12 09:33:58.390923,0,1,,16,Required,,K2507101,80,Open,,50,45252,8935.0,,,33581,6488,,1,,,lbs,2025-08-12,80,,,0,2025-08-08,2025-07-29 11:20:27.040106,50,,,,2025-07-29 11:20:27.040106,80,,"{'foreign_id': 5440, 'id': 3493, 'active': 1, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'base_style': 'CEE4739A'}"
"{'created_time': '11:29:48.398462', 'target_yard_cut_wt': '16.4', 'price': '0.85', 'modified': '2025-07-28 12:06:03.942436', 'foreign_id': 8429, 'roll_size': '100', 'act_yard_cut_wt': '16.25', 'knit_style_base': 2947, 'active': 1, 'id': 6271, 'version': '3A', 'created_date': '2025-07-28'}",1.6134,33,0.85,2025-09-12 18:31:12.72488,0,1,,19,Complete,,K2507099,72,Open,,16000,45251,8931.0,,,33557,6486,7497.8,1,2025-08-29,818,lbs,2025-08-29,52,,24.6,8291.2,2025-07-28,2025-07-28 12:16:51.152332,7708.8,,,,2025-07-28 12:16:51.152332,72,,"{'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CMR4344', 'active': 1, 'id': 2947, 'foreign_id': 4751}"
"{'knit_style_base': 3478, 'act_yard_cut_wt': '4.05', 'created_date': '2025-07-18', 'version': '1', 'active': 1, 'id': 6242, 'modified': '2025-09-05 10:34:26.512055', 'price': '1.05', 'target_yard_cut_wt': '3.9', 'created_time': '15:11:07.968165', 'roll_size': '52', 'foreign_id': 8396}",1.06,109,1.05,2025-08-21 09:56:09.824448,0,1,,19,Complete,,K2507098,72,Open,,5200,45249,,,,33540,6485,4103.4,1,2025-08-29,0,lbs,2025-08-29,72,,,4103.4,2025-07-28,2025-07-25 16:09:12.028082,1096.6,,,,2025-07-25 16:09:12.028082,72,,"{'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CT4785', 'id': 3478, 'active': 1, 'foreign_id': 5424}"
"{'target_yard_cut_wt': '18.25', 'created_time': '14:10:36.942199', 'modified': '2025-07-25 14:10:36.942199', 'price': '0.85', 'foreign_id': 8427, 'roll_size': '250', 'act_yard_cut_wt': '24.36', 'knit_style_base': 1181, 'active': 1, 'id': 6269, 'created_date': '2025-07-25', 'version': '2DL'}",1.8665,,0.85,2025-08-11 12:41:47.648051,0,1,,19,Required,,K2507095,72,Open,,2000,45246,8928.0,,,33532,6482,,1,2025-09-30,,lbs,2025-09-30,72,,,0,2025-08-04,2025-07-25 14:16:46.638371,2000,,,,2025-07-25 14:16:46.638371,72,,"{'active': 1, 'id': 1181, 'foreign_id': 2408, 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CT2913'}"
"{'target_yard_cut_wt': '17.25', 'created_time': '15:58:06.848587', 'modified': '2025-06-26 11:35:35.215794', 'price': '0.60', 'foreign_id': 7786, 'roll_size': '58', 'act_yard_cut_wt': '15.60', 'knit_style_base': 1662, 'active': 1, 'id': 5730, 'created_date': '2024-10-21', 'version': 'CC'}",2.25304,39,0.60,2025-08-26 14:06:25.288804,0,1,4.0,1,Required,,K2507094,9,Open,,7656,,8915.0,,,33497,6481,7798.2,1,,0,lbs,2025-08-15,9,,246.3,7551.9,2025-07-25,2025-07-24 08:27:41.708724,104.1,,,,2025-07-24 08:27:41.708724,9,,"{'base_style': '2094', 'qs_customer': 'LONG - LONGWORTH IND.', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'active': 1, 'id': 1662, 'foreign_id': 3065}"
"{'active': 1, 'id': 5107, 'created_date': '2024-01-31', 'version': 'B', 'act_yard_cut_wt': '10.22', 'knit_style_base': 765, 'foreign_id': 7079, 'roll_size': '50', 'target_yard_cut_wt': '8.75', 'created_time': '15:49:41.0976', 'modified': '2025-09-11 08:36:31.101736', 'price': '0.75'}",7.35,44,0.75,2025-09-08 22:02:16.310655,0,1,1.0,1,Required,,K2507092,9,Open,,23250,,,,,33482,6479,,1,,,lbs,2025-10-03,5,,,0,2025-09-17,2025-07-23 13:48:25.405046,23250,,,,2025-07-23 13:48:25.405046,9,,"{'qs_customer': 'NSAP - NATIONAL SAFETY APPAREL', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'DFF446J', 'id': 765, 'active': 1, 'foreign_id': 716}"
"{'target_yard_cut_wt': '11.00', 'created_time': '11:36:16.78898', 'modified': '2025-07-25 12:58:44.90066', 'price': '0.80', 'foreign_id': 8159, 'roll_size': '50', 'act_yard_cut_wt': '12.05', 'knit_style_base': 614, 'id': 6051, 'active': 1, 'created_date': '2025-04-08', 'version': 'BB'}",7.85144,115,0.80,2025-09-10 13:26:10.138403,0,1,1.0,1,Required,,K2507090,9,Open,,5600,,,,,33479,6477,2938.6,1,,3178.4,lbs,2025-08-29,9,,317.1,5834.7,2025-08-15,2025-07-23 13:36:03.742402,0,,,,2025-07-23 13:36:03.742402,9,,"{'created_time': None, 'qs_customer': 'NSAP - NATIONAL SAFETY APPAREL', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': '71246', 'id': 614, 'active': 1, 'foreign_id': 495}"
"{'id': 6266, 'active': 1, 'version': 'F', 'created_date': '2025-07-24', 'act_yard_cut_wt': '8.3', 'knit_style_base': 666, 'foreign_id': 8423, 'roll_size': '50', 'created_time': '13:13:53.875266', 'target_yard_cut_wt': '11.00', 'price': '1.05', 'modified': '2025-09-10 12:27:16.671166'}",10.26295,65,1.05,2025-09-12 09:33:55.107254,0,1,1.0,1,Required,,K2507079,9,Open,,300,,,,,33450,6466,,1,,,lbs,2025-08-29,9,,,0,2025-08-04,2025-07-22 16:17:10.053679,300,,,,2025-07-22 16:17:10.053679,9,,"{'foreign_id': 305, 'active': 1, 'id': 666, 'base_style': 'DFF505R', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'NSAP - NATIONAL SAFETY APPAREL', 'created_time': None}"
"{'knit_style_base': 2908, 'act_yard_cut_wt': '32.65', 'created_date': '2025-07-22', 'version': '2RECA', 'active': 1, 'id': 6252, 'modified': '2025-08-05 10:24:30.970851', 'price': '0.85', 'target_yard_cut_wt': '34.5', 'created_time': '15:34:58.196167', 'roll_size': '250', 'foreign_id': 8409}",2.61963,188,0.85,2025-09-12 23:11:12.878763,0,1,,19,Required,,K2507078,72,Open,,16000,45261,8903.0,,,33439,6465,12394.7,1,2025-10-30,732,lbs,2025-10-30,72,,655.9,12470.8,2025-08-11,2025-07-22 15:41:58.656072,3529.2,,,,2025-07-22 15:41:58.656072,72,,"{'foreign_id': 4699, 'id': 2908, 'active': 1, 'base_style': 'C1B4312A', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING'}"
"{'target_yard_cut_wt': '34.5', 'created_time': '09:15:21.22787', 'modified': '2025-06-25 14:32:03.126273', 'price': '0.85', 'foreign_id': 8304, 'roll_size': '250', 'act_yard_cut_wt': '34.20', 'knit_style_base': 2906, 'id': 6165, 'active': 1, 'created_date': '2025-06-11', 'version': '3REC'}",2.65072,187,0.85,2025-08-27 14:59:27.899229,0,1,,19,Complete,,K2507077,72,Open,,6250,45301,8902.0,,,33438,6464,6246,1,2025-10-30,0,lbs,2025-10-30,72,,,6246,2025-08-11,2025-07-22 15:25:51.228211,4,,,,2025-07-22 15:25:51.228211,72,,"{'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'C1B4313A', 'active': 1, 'id': 2906, 'foreign_id': 4695}"
"{'version': '0', 'created_date': '2023-03-10', 'id': 4333, 'active': 1, 'knit_style_base': 2399, 'act_yard_cut_wt': '8.36', 'roll_size': '50', 'foreign_id': 6167, 'price': '0.40', 'modified': '2023-09-29 08:09:09.117619', 'created_time': '14:20:06.0442', 'target_yard_cut_wt': '7.80'}",1.26,120,0.40,2025-09-10 16:01:21.152669,0,1,4.0,1,Required,,K2507075,9,Open,,20400,,,,,33435,6462,11510.9,1,,907.6,lbs,2025-09-05,9,,58.4,12360.1,2025-08-04,2025-07-22 15:06:15.405159,8039.9,,,,2025-07-22 15:06:15.405159,9,,"{'foreign_id': 4015, 'active': 1, 'id': 2399, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'NSAP - NATIONAL SAFETY APPAREL', 'base_style': '3009OW'}"
"{'target_yard_cut_wt': '15.0', 'created_time': '14:24:53.470355', 'modified': '2025-08-19 15:39:27.26394', 'price': '0.85', 'foreign_id': 7962, 'roll_size': '250', 'act_yard_cut_wt': '15.35', 'knit_style_base': 3296, 'active': 1, 'id': 5884, 'created_date': '2025-01-13', 'version': '1'}",1.17902,159,0.85,2025-09-12 10:16:34.984245,0,1,,19,Required,,K2507072,72,Open,,7000,45288,8898.0,,,33419,6459,6022.8,1,2025-09-30,741,lbs,2025-09-30,72,,16.8,6747,2025-08-18,2025-07-22 13:19:59.762285,253,,,,2025-07-22 13:19:59.762285,72,,"{'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'C1B4613A', 'active': 1, 'id': 3296, 'foreign_id': 5193}"
"{'created_date': '2025-01-13', 'version': '1', 'active': 1, 'id': 5883, 'knit_style_base': 3295, 'act_yard_cut_wt': '13.95', 'roll_size': '250', 'foreign_id': 7961, 'modified': '2025-03-28 11:34:59.827905', 'price': '0.85', 'target_yard_cut_wt': '15.5', 'created_time': '14:01:01.997911'}",1.33299,46,0.85,2025-09-04 16:36:10.243433,0,1,,19,Required,,K2507071,72,Open,,4000,45369,8897.0,,,33418,6458,4032.7,1,2025-09-30,,lbs,2025-09-30,72,,16.7,4016,2025-09-01,2025-07-22 13:18:54.292149,0,,,,2025-07-22 13:18:54.292149,72,,"{'base_style': 'C1B4612A', 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'active': 1, 'id': 3295, 'foreign_id': 5192}"
"{'foreign_id': 8073, 'roll_size': '250', 'created_time': '09:51:48.352835', 'target_yard_cut_wt': '17.67', 'price': '0.85', 'modified': '2025-06-20 10:20:28.729633', 'active': 1, 'id': 5977, 'version': '1B', 'created_date': '2025-03-06', 'act_yard_cut_wt': '18.05', 'knit_style_base': 2550}",1.41946,147,0.85,2025-09-11 23:36:11.289275,0,1,,19,Required,,K2507069,72,Open,,3000,45426,8894.0,,,33416,6456,3049.9,1,2025-09-30,,lbs,2025-09-30,5,,139.5,2910.4,2025-09-01,2025-07-22 12:27:05.941208,89.5999999999999,,,,2025-07-22 12:27:05.941208,72,,"{'base_style': 'C1B4033', 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'id': 2550, 'active': 1, 'foreign_id': 4210}"
"{'id': 6097, 'active': 1, 'created_date': '2025-05-09', 'version': '1B', 'act_yard_cut_wt': '22.50', 'knit_style_base': 2972, 'foreign_id': 8222, 'roll_size': '250', 'target_yard_cut_wt': '22.60', 'created_time': '09:04:29.967529', 'modified': '2025-09-04 13:40:53.952093', 'price': '0.85'}",2.0686,,0.85,2025-09-04 12:21:13.107787,0,1,,19,Required,,K2507068,72,Open,,2500,,8893.0,,,33415,6455,2581.3,1,2025-09-30,0,lbs,2025-09-30,72,,51.6,2529.7,2025-09-01,2025-07-22 12:25:13.841161,0,,,,2025-07-22 12:25:13.841161,72,,"{'foreign_id': 4782, 'id': 2972, 'active': 1, 'base_style': 'C1B3917', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING'}"
"{'modified': '2025-03-11 13:09:27.489492', 'price': '0.85', 'target_yard_cut_wt': '15', 'created_time': '13:47:18.111835', 'roll_size': '250', 'foreign_id': 8031, 'knit_style_base': 2559, 'act_yard_cut_wt': '17.55', 'created_date': '2025-02-13', 'version': '1C', 'active': 1, 'id': 5942}",1.59985,,0.85,2025-09-12 22:01:12.382274,0,1,,19,Required,,K2507067,72,Open,,3250,,8892.0,,,33414,6454,943.3,1,2025-09-30,588,lbs,2025-09-30,72,,50.9,1480.4,2025-09-01,2025-07-22 12:23:46.525485,1769.6,,,,2025-07-22 12:23:46.525485,72,,"{'active': 1, 'id': 2559, 'foreign_id': 4219, 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'C1B4038'}"
"{'knit_style_base': 3323, 'act_yard_cut_wt': '18.80', 'created_date': '2025-02-03', 'version': '1', 'active': 1, 'id': 5926, 'modified': '2025-04-15 10:31:43.217661', 'price': '1.25', 'target_yard_cut_wt': '19', 'created_time': '12:19:42.104693', 'roll_size': '250', 'foreign_id': 8008}",3.74796,,1.25,2025-07-22 11:59:02.431652,0,1,,19,Required,,K2507066,72,Open,,6500,,8891.0,,,33413,6453,,1,2025-12-01,,lbs,2025-12-01,72,,,0,2025-08-04,2025-07-22 11:58:31.000893,6500,,,,2025-07-22 11:58:31.000893,72,,"{'foreign_id': 5224, 'id': 3323, 'active': 1, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'base_style': 'CEE4638A'}"
"{'version': '1L', 'created_date': '2025-02-13', 'active': 1, 'id': 5943, 'knit_style_base': 2923, 'act_yard_cut_wt': '29.25', 'roll_size': '250', 'foreign_id': 8032, 'price': '1.25', 'modified': '2025-07-07 08:24:01.46942', 'created_time': '14:00:15.979014', 'target_yard_cut_wt': '28.00'}",1.70192,,1.25,2025-07-22 11:57:41.306147,0,1,,19,Required,,K2507065,72,Open,,7000,,8890.0,,,33412,6452,,1,2025-12-01,,lbs,2025-12-01,72,,,0,2025-08-11,2025-07-22 11:56:53.47588,7000,,,,2025-07-22 11:56:53.47588,72,,"{'foreign_id': 4720, 'active': 1, 'id': 2923, 'base_style': 'CEE4317A', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None}"
"{'modified': '2025-07-03 13:22:02.783181', 'price': '0.85', 'target_yard_cut_wt': '14.00', 'created_time': '11:30:52.823056', 'roll_size': '250', 'foreign_id': 7613, 'knit_style_base': 1385, 'act_yard_cut_wt': '12.90', 'created_date': '2024-08-28', 'version': '1D', 'active': 1, 'id': 5580}",2.70297,,0.85,2025-07-22 11:56:01.172835,0,1,,19,Required,,K2507064,72,Open,,6000,,8889.0,,,33411,6451,,1,2025-12-01,,lbs,2025-12-01,72,,,0,2025-08-11,2025-07-22 11:55:25.665199,6000,,,,2025-07-22 11:55:25.665199,72,,"{'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'C1B3194', 'active': 1, 'id': 1385, 'foreign_id': 2671}"
"{'modified': '2025-06-26 12:04:52.829075', 'price': '0.65', 'target_yard_cut_wt': '7.85', 'created_time': '11:07:11.619526', 'roll_size': '50', 'foreign_id': 8055, 'knit_style_base': 3341, 'act_yard_cut_wt': '7.65', 'created_date': '2025-02-24', 'version': '0', 'id': 5962, 'active': 1}",4.61,77,0.65,2025-08-18 08:56:10.300458,0,1,,19,Complete,,K2507062,72,Open,,2400,45213,8888.0,,,33394,6449,1618.5,1,2025-08-08,1258.3,lbs,2025-08-08,72,,37.1,2839.7,2025-07-22,2025-07-21 15:41:24.613149,0,,,,2025-07-21 15:41:24.613149,72,,"{'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'base_style': 'CT4648', 'foreign_id': 5245, 'active': 1, 'id': 3341}"
"{'roll_size': '52', 'foreign_id': 8396, 'modified': '2025-09-05 10:34:26.512055', 'price': '1.05', 'target_yard_cut_wt': '3.9', 'created_time': '15:11:07.968165', 'created_date': '2025-07-18', 'version': '1', 'active': 1, 'id': 6242, 'knit_style_base': 3478, 'act_yard_cut_wt': '4.05'}",1.060106,87,1.05,2025-09-11 21:46:09.7116,0,1,,19,Complete,,K2507061,72,Open,,6760,45212,,,,33393,6448,6935.1,1,2025-07-25,53.5,lbs,2025-07-25,72,"Greige for 80"" and 84"" ",14.4,6974.2,2025-07-22,2025-07-21 15:28:51.0754,0,,,,2025-07-21 15:28:51.0754,72,,"{'foreign_id': 5424, 'active': 1, 'id': 3478, 'base_style': 'CT4785', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None}"
"{'version': '1L', 'created_date': '2024-10-04', 'active': 1, 'id': 5685, 'knit_style_base': 67, 'act_yard_cut_wt': '19.40', 'roll_size': '50', 'foreign_id': 7737, 'price': '0.85', 'modified': '2025-09-02 13:37:19.888668', 'created_time': '13:39:34.069682', 'target_yard_cut_wt': '19.0'}",2.71414,13,0.85,2025-08-26 22:41:09.138845,0,1,,19,Required,,K2507060,72,Open,,2700,45275,8887.0,,,33392,6447,1439.80,1,2025-08-08,0,lbs,2025-08-08,72,,39.13,1400.67,2025-07-21,2025-07-21 14:47:52.623615,1299.33,,,,2025-07-21 14:47:52.623615,72,,"{'foreign_id': 1236, 'active': 1, 'id': 67, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CT2552'}"
"{'created_time': '11:55:31.969294', 'target_yard_cut_wt': '29.20', 'price': '0.85', 'modified': '2025-08-18 14:26:51.611751', 'foreign_id': 8262, 'roll_size': '250', 'act_yard_cut_wt': '29.80', 'knit_style_base': 210, 'active': 1, 'id': 6131, 'version': '1B', 'created_date': '2025-05-23'}",1.36086,,0.85,2025-08-12 15:01:12.266889,0,1,,19,Required,,K2507059,72,Open,,2000,,8886.0,,,33391,6446,1525.6,1,2025-08-08,,lbs,2025-08-08,72,,20.6,1505.0,2025-07-21,2025-07-21 14:45:18.547991,495,,,,2025-07-21 14:45:18.547991,72,,"{'foreign_id': 161, 'id': 210, 'active': 1, 'base_style': 'CT1577', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING'}"
"{'price': '1.25', 'modified': '2025-08-26 16:56:47.204021', 'created_time': '13:45:56.531691', 'target_yard_cut_wt': '34.5', 'roll_size': '50', 'foreign_id': 8399, 'knit_style_base': 3481, 'act_yard_cut_wt': '33.75', 'version': '1', 'created_date': '2025-07-21', 'active': 1, 'id': 6245}",2.497696,123,1.25,2025-08-12 09:46:11.019756,0,1,,16,Required,,K2507058,80,Open,,50,45211,8885.0,,,33385,6445,93.5,1,,,lbs,2025-08-05,80,,21.4,72.1,2025-07-29,2025-07-21 14:10:01.058741,0,,,,2025-07-21 14:10:01.058741,80,,"{'foreign_id': 5427, 'active': 1, 'id': 3481, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'base_style': 'CEE4780B'}"
"{'id': 4708, 'active': 1, 'created_date': '2023-08-22', 'version': '1', 'act_yard_cut_wt': '7.60', 'knit_style_base': 1761, 'foreign_id': 6617, 'roll_size': '80', 'target_yard_cut_wt': '8.00', 'created_time': '15:47:38.897507', 'modified': '2024-10-09 12:39:27.139531', 'price': '1.00'}",1.2,136,1.00,2025-09-10 18:36:16.08889,0,1,,19,Complete,,K2507056,72,Open,,16000,45208,8883.0,,,33378,6443,4690.3,1,,,lbs,2025-11-28,72,,48.8,4641.5,2025-07-21,2025-07-21 10:54:12.404064,11358.5,,,,2025-07-21 10:54:12.404064,72,,"{'id': 1761, 'active': 1, 'foreign_id': 3216, 'base_style': 'CF5092', 'created_time': None, 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC'}"
"{'id': 6239, 'active': 1, 'created_date': '2025-07-18', 'version': '1', 'act_yard_cut_wt': None, 'knit_style_base': 3477, 'foreign_id': 8393, 'roll_size': '35', 'target_yard_cut_wt': '27.0', 'created_time': '14:50:46.014621', 'modified': '2025-09-02 08:56:38.138142', 'price': '1.25'}",2.307349,123,1.25,2025-09-12 09:34:00.477332,0,1,,16,Required,,K2507055,80,Open,,35,45206,8882.0,,,33365,6442,,1,,,lbs,2025-08-05,80,,,0,2025-07-28,2025-07-18 15:27:09.521495,35,,,,2025-07-18 15:27:09.521495,80,,"{'active': 1, 'id': 3477, 'foreign_id': 5423, 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CEE4763A'}"
"{'target_yard_cut_wt': '24.70', 'created_time': '15:57:32.748858', 'modified': '2025-07-30 14:20:42.638229', 'price': '0.85', 'foreign_id': 8380, 'roll_size': '250', 'act_yard_cut_wt': '23.95', 'knit_style_base': 3254, 'id': 6229, 'active': 1, 'created_date': '2025-07-11', 'version': '1N'}",1.60364,223,0.85,2025-09-08 21:21:12.035621,0,1,,19,Complete,,K2507048,72,Open,,22500,45190,8871.0,,,33319,6435,8678.2,1,2025-09-30,,lbs,2025-09-30,72,,164.1,8514.1,2025-07-17,2025-07-16 15:46:48.62762,13985.9,,,,2025-07-16 15:46:48.62762,72,,"{'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'C1B4571A', 'active': 1, 'id': 3254, 'foreign_id': 5146}"
"{'foreign_id': 8380, 'roll_size': '250', 'created_time': '15:57:32.748858', 'target_yard_cut_wt': '24.70', 'price': '0.85', 'modified': '2025-07-30 14:20:42.638229', 'id': 6229, 'active': 1, 'version': '1N', 'created_date': '2025-07-11', 'act_yard_cut_wt': '23.95', 'knit_style_base': 3254}",1.60364,222,0.85,2025-09-09 16:36:09.635208,0,1,,19,Complete,,K2507047,72,Open,,22500,45189,8870.0,,,33318,6434,14838.2,1,2025-09-30,480,lbs,2025-09-30,72,,435.0,14898.2,2025-07-17,2025-07-16 15:45:01.503383,7601.8,,,,2025-07-16 15:45:01.503383,72,,"{'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'base_style': 'C1B4571A', 'foreign_id': 5146, 'active': 1, 'id': 3254}"
