Desc#,QS Cust,Supplier,Description,Color,Beginning Balance,Received,Consumed,Adjustments,Theoretical Balance,Misc,On Order,Allocated,Planning Balance,Reconcile Date,Cost/Pound,Total Cost
18452,CFAB,DECA GLOBAL,1/150/72 100% Polyester BLK/WHT STRIAT,BLK/WHT,"1,835.40","3,505.20","-3,235.23",,"2,105.37",CT,0.00,"-1,880.95",224.42,2025-06-27,$1.25 ,"$2,631.71 "
18453,CFAB,MERIDIAN SPECIALTY YARN GROUP INC,1/150/34 100% Polyester Ice Blue,Ice Blue,205.00,,0.00,,205.00,CT,0.00,0.00,205.00,2025-06-27,$3.34 ,$684.70 
18454,CFAB,MERIDIAN SPECIALTY YARN GROUP INC,1/150/34 100% Polyester MOCHA,MOCHA,"3,489.00",,-526.47,,"2,962.53",CT,0.00,-61.88,"2,900.66",2025-06-27,$3.17 ,"$9,391.24 "
18455,CFAB,CS AMERICA,1/150/36 100% Polyester Natural SUBSET,Natural,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18456,CFAB,CS AMERICA,1/75/36 100% Polyester Natural CICLO RPET,Natural,554.40,,0.00,,554.40,,0.00,0.00,554.40,2025-06-27,$2.35 ,"$1,302.84 "
18457,CFAB,CS AMERICA,1/75/72 100% Polyester Semi Dull CICLO RPET,Semi Dull,950.00,,0.00,,950.00,CT,0.00,0.00,950.00,2025-06-27,$1.21 ,"$1,149.50 "
18458,CFAB,CS AMERICA,1/150/48 100% Polyester Natural CICLO RPET,Natural,531.00,,0.00,,531.00,,0.00,0.00,531.00,2025-06-27,$1.95 ,"$1,035.45 "
18459,CFAB,CS AMERICA,2/75/72 100% Polyester Natural CICLO RPET,Natural,742.90,,0.00,,742.90,,0.00,0.00,742.90,2025-06-27,$2.25 ,"$1,671.53 "
18460,CFAB,MERIDIAN SPECIALTY YARN GROUP INC,3/300/72 100% Polyester Mink,Mink,149.00,,0.00,,149.00,,0.00,0.00,149.00,2025-06-27,$2.93 ,$436.57 
18461,CFAB,UNIFI,1/150/68 100% Polyester Natural Ciclo - stretch,Natural,602.00,,0.00,,602.00,,0.00,0.00,602.00,2025-06-27,$1.97 ,"$1,185.94 "
18462,CFAB,SPUNLAB,12/1 50/50 Polyester/Tencel Natural Ciclo - A100  RS,Natural,355.00,,0.00,,355.00,,0.00,0.00,355.00,2025-06-27,$3.81 ,"$1,352.55 "
18463,CFAB,SPUNLAB,20/1 50/50 Polyester/Tencel Natural Ciclo - A100 RS,Natural,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18464,CFAB,SPUNLAB,30/1 50/50 Polyester/Tencel Natural Ciclo-A100 RS,Natural,477.00,,0.00,,477.00,,0.00,0.00,477.00,2025-06-27,$4.03 ,"$1,922.31 "
18465,CFAB,MERIDIAN SPECIALTY YARN GROUP INC,1/150/36 100% Polyester Capri,Capri,117.00,,0.00,,117.00,CT,0.00,0.00,117.00,2025-06-27,$3.31 ,$387.27 
18466,CFAB,BUHLER QUALITY YARNS CORP,30/1 100% Tencel Natural A100 RS,Natural,347.00,,0.00,,347.00,CT,0.00,0.00,347.00,2025-06-27,$4.54 ,"$1,575.38 "
18467,CFAB,PROMPTEX YARNS INC,1/165/36 100% Polyester Black PTY 2H SET NIM DDB,Black,109.00,,0.00,,109.00,CT,0.00,0.00,109.00,2025-06-27,$1.20 ,$130.80 
18468,CFAB,CS AMERICA,1/150/36 100% Polyester Natural SET,Natural,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18469,CFAB,HYOSUNG HOLDINGS USA INC,1/50/1 100% Polyester Semi Dull Monofilament,Semi Dull,"4,877.10",,-516.38,,"4,360.72",CT,600.00,-762.96,"4,197.76",2025-06-27,$1.55 ,"$6,759.12 "
18470,CFAB,SUPREME CORPORATION,1/233/36 70/30 Volt/Polyester Grey Tin/Copper/Polyester,Grey,7.00,,0.00,,7.00,,0.00,0.00,7.00,2025-06-27,$41.99 ,$293.93 
18472,CFAB,CS AMERICA,1/75/36 100% Polyester Natural substandard - stretch,Natural,0.00,,0.00,,0.00,CT,0.00,0.00,0.00,2025-06-27,$0.82 ,$0.00 
18473,CFAB,NORMTEX,1/200/96 100% Polyethylene Natural,Natural,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18474,CFAB,UNIFI,1/70/36 100% Polyester Natural Set - No tacks - Low oil for Ames projects,Natural,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$2.10 ,$0.00 
18475,CFAB,MERIDIAN SPECIALTY YARN GROUP INC,1/150/36 100% Polyester China Grey,China Grey,245.00,,0.00,,245.00,CT,0.00,0.00,245.00,2025-06-27,$3.36 ,$823.20 
18476,CFAB,TEXPERTS CANADA INC,1/200/100 100% Polyethylene Natural Set,Natural,450.70,,0.00,,450.70,,0.00,0.00,450.70,2025-06-27,$9.25 ,"$4,168.98 "
18477,CFAB,TEXPERTS CANADA INC,1/210/144 40/60 Polyethylene/Polyester Natural Set,Natural,565.00,,0.00,,565.00,,0.00,0.00,565.00,2025-06-27,$8.00 ,"$4,520.00 "
18478,CFAB,SIMA,"1/150/48 100% Polyester Natural Set, Whites only",Natural,0.00,,0.00,,0.00,CT,0.00,0.00,0.00,2025-06-27,$0.99 ,$0.00 
18479,CFAB,SIMA,1/300/96 100% Polyester Natural Set,Natural,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$3.72 ,$0.00 
18480,CFAB,SPUNLAB,1/1 85/15 Modacrylic/Rayon Natural Roving 85% Protex C/ 15% Tencel G-100 ROVING,Natural,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18481,CFAB,UNIFI,1/50/68 100% Polyester Blue 4156Q submit 2,Blue,95.00,,0.00,,95.00,,0.00,0.00,95.00,2025-06-27,$5.28 ,$501.60 
18482,CFAB,UNIFI,1/50/68 100% Polyester HiVis Green 2517Q submit 2A,HiVis Green,460.80,,0.00,,460.80,,0.00,0.00,460.80,2025-06-27,$5.28 ,"$2,433.02 "
18483,CFAB,UNIFI,1/50/68 100% Polyester HiVis Orange 2520Q submit 2,HiVis Orange,386.80,,0.00,,386.80,,0.00,0.00,386.80,2025-06-27,$5.28 ,"$2,042.30 "
18484,CFAB,UNIFI,1/50/68 100% Polyester HiVis Pink 2523Q submit 1A,HiVis Pink,445.70,,0.00,,445.70,,0.00,0.00,445.70,2025-06-27,$5.28 ,"$2,353.30 "
18485,CFAB,SUED,72/1 100% Wool Blue 5E3041,Blue,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18486,CFAB,SUED,72/1 100% Wool Brown 7E3076,Brown,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18487,CFAB,SUED,72/1 100% Wool Glacier Grey 8E1535,Glacier Grey,110.00,,0.00,,110.00,,0.00,0.00,110.00,2025-06-27,$15.40 ,"$1,694.00 "
18488,CFAB,SUED,72/1 100% Wool Amethyst 4E4620,Amethyst,21.00,,0.00,,21.00,,0.00,0.00,21.00,2025-06-27,$15.40 ,$323.40 
18489,CFAB,SUPREME CORPORATION,1/180/48 100% Polyethylene White,White,"3,740.70",,0.00,,"3,740.70",,0.00,0.00,"3,740.70",2025-06-27,$12.99 ,"$48,591.69 "
18490,CFAB,SUED,26/1 100% Wool Blue 5M0662,Blue,527.80,,0.00,,527.80,,0.00,0.00,527.80,2025-06-27,$11.88 ,"$6,270.26 "
18491,CFAB,SUED,26/1 100% Wool Violet 4M1095,Violet,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18492,CFAB,SUED,26/1 100% Wool JUNIPER 19600,JUNIPER,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18493,CFAB,SUED,26/1 100% Wool MARENGO P8M729,MARENGO,253.20,,0.00,,253.20,,0.00,0.00,253.20,2025-06-27,$11.88 ,"$3,008.02 "
18494,CFAB,SUED,44/1 100% Wool Dark Green 43418,Dark Green,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18495,CFAB,SUED,44/1 100% Wool Oatmeal 7M0078,Oatmeal,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18496,CFAB,SUED,44/1 100% Wool Teal 5M0196,Teal,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18497,CFAB,SUED,44/1 100% Wool Blue 5M0662,Blue,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18498,CFAB,SUED,44/1 100% Wool Purple 4M1095,Purple,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18499,CFAB,SUED,44/1 100% Wool MARENGO P8M729,MARENGO,37.00,,0.00,,37.00,,0.00,0.00,37.00,2025-06-27,$13.11 ,$485.07 
18500,CFAB,SUED,44/1 100% Wool POLAR P8M409,POLAR,49.00,,0.00,,49.00,,0.00,0.00,49.00,2025-06-27,$13.11 ,$642.39 
18501,CFAB,SUED,56/1 100% Wool Denim 5M0662,Denim,82.00,,0.00,,82.00,,0.00,0.00,82.00,2025-06-27,$13.65 ,"$1,119.30 "
18502,CFAB,SUED,56/1 100% Wool Grey 8M0482,Grey,25.00,,0.00,,25.00,,0.00,0.00,25.00,2025-06-27,$13.65 ,$341.25 
18503,CFAB,SUED,56/1 100% Wool Green 6M1679,Green,38.00,,0.00,,38.00,,0.00,0.00,38.00,2025-06-27,$13.65 ,$518.70 
18504,CFAB,SUED,56/1 100% Wool Green 6M1686,Green,141.90,,0.00,,141.90,,0.00,0.00,141.90,2025-06-27,$13.65 ,"$1,936.94 "
18505,CFAB,UNIFI,"1/70/34 100% Nylon Blue 2935Q, B3",Blue,"1,280.30",,0.00,,"1,280.30",,0.00,0.00,"1,280.30",2025-06-27,$3.84 ,"$4,916.35 "
18506,CFAB,UNIFI,2/40/13 100% Nylon STRIATED 2/40/13 Str Nylon/Combination,STRIATED,76.00,,0.00,,76.00,,0.00,0.00,76.00,2025-06-27,$6.00 ,$456.00 
18507,CFAB,DECA GLOBAL,1/200/192 100% Polyester Natural,Natural,125.00,,0.00,,125.00,CT,0.00,0.00,125.00,2025-06-27,$0.92 ,$115.00 
18508,CFAB,OMARA TEXTILES,2/78/70 100% Nylon Argento/Silver Silver Microlon 2017,Argento/Silver,207.00,,0.00,,207.00,,0.00,0.00,207.00,2025-06-27,$6.00 ,"$1,242.00 "
18509,CFAB,OMARA TEXTILES,2/78/70 100% Nylon Indaco/Indigo Indigo Microlon 2296,Indaco/Indigo,202.00,,0.00,,202.00,,0.00,0.00,202.00,2025-06-27,$6.00 ,"$1,212.00 "
18510,CFAB,"BIELTEX, S.L.",40/1 100% Combed Cotton Natural RS,Natural,"1,344.40",,"-1,154.84",,189.56,,0.00,0.00,189.56,2025-06-27,$1.97 ,$373.43 
18513,CFAB,MERIDIAN SPECIALTY YARN GROUP INC,1/150/36 100% Polyester Ash Grey 4015-01470,Ash Grey,"1,110.00",,0.00,,"1,110.00",,0.00,0.00,"1,110.00",2025-06-27,$2.80 ,"$3,108.00 "
18514,CFAB,NORMTEX,1/150/48 100% Polyester Black Set,Black,40.00,,0.00,,40.00,CT,0.00,0.00,40.00,2025-06-27,$0.98 ,$39.20 
18515,CFAB,NORMTEX,2/150/48 100% Polyester Black Set,Black,0.00,,0.00,,0.00,CT,0.00,0.00,0.00,2025-06-27,$0.98 ,$0.00 
18516,CFAB,AKRA POLYESTER GROUP/DAK,2/300/72 100% Polyester Natural Stretch No Tacs,Natural,0.00,,0.00,,0.00,CT,0.00,0.00,0.00,2025-06-27,$1.37 ,$0.00 
18517,CFAB,DECA GLOBAL,1/100/96 100% Polyester Natural Z,Natural,150.10,,-19.10,,131.00,CT,0.00,-64.27,66.73,2025-06-27,$1.09 ,$142.79 
18518,CFAB,SUED,26/1 100% Wool Greige,Greige,114.00,,0.00,,114.00,,0.00,0.00,114.00,2025-06-27,$10.66 ,"$1,215.24 "
18519,CFAB,UNIFI,1/70/36 100% Polyester Natural,Natural,333.00,,0.00,,333.00,,0.00,0.00,333.00,2025-06-27,$1.62 ,$539.46 
18520,CFAB,PARKDALE YARN MILLS,20/1 50/50 Polyester/Cotton Natural,Natural,41.00,,0.00,,41.00,,0.00,0.00,41.00,2025-06-27,$2.22 ,$91.02 
18521,CFAB,PARKDALE YARN MILLS,28/1 100% Karded Cotton Natural RS,Natural,75.00,,0.00,,75.00,,0.00,0.00,75.00,2025-06-27,$1.65 ,$123.75 
18522,CFAB,PARKDALE YARN MILLS,28/1 100% Karded Cotton Natural OE,Natural,"2,957.00",,-20.59,,"2,936.41",,0.00,0.00,"2,936.41",2025-06-27,$1.05 ,"$3,083.23 "
18523,CFAB,CS AMERICA,1/75/72 100% Polyester Natural Clean Textile Technology - poly DTY TR 75/72 AS,Natural,320.00,,0.00,,320.00,,0.00,0.00,320.00,2025-06-27,$0.00 ,$0.00 
18525,CFAB,UNIFI,1/800/204 100% Polyester Black textured - false twist,Black,30.00,,0.00,,30.00,,0.00,0.00,30.00,2025-06-27,$2.15 ,$64.50 
18526,CFAB,PARKDALE YARN MILLS,30/1 100% Karded Cotton Natural OE,Natural,"35,356.00",,0.00,,"35,356.00",,0.00,0.00,"35,356.00",2025-06-27,$2.09 ,"$73,894.04 "
18527,CFAB,PHARR YARNS,36/1 85/15 Modacrylic/Tencel Natural G100,Natural,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$6.91 ,$0.00 
18528,CFAB,UNIFI,1/70/72 100% Polyester Natural,Natural,295.00,,0.00,,295.00,,0.00,0.00,295.00,2025-06-27,$1.25 ,$368.75 
18529,CFAB,AKRA POLYESTER GROUP/DAK,1/70/72 100% Polyester Natural set low tack(less than 15 TPM),Natural,0.00,,0.00,,0.00,CT,0.00,0.00,0.00,2025-06-27,$1.25 ,$0.00 
18530,CFAB,NANY,1/40/24 100% Polyester Semi Dull,Semi Dull,54.80,,0.00,,54.80,,0.00,0.00,54.80,2025-06-27,$1.60 ,$87.68 
18531,CFAB,SUPREME CORPORATION,1/350/36 70/30 Volt/Polyester Grey Two wires,Grey,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$33.94 ,$0.00 
18532,CFAB,PREMIERE FIBERS INC,1/70/13 100% Polyester BRT HIGH SHRINK,BRT,259.60,,0.00,,259.60,,0.00,0.00,259.60,2025-06-27,$2.55 ,$661.98 
18533,CFAB,UNIFI,1/150/100 100% Polypropylene Natural AJ,Natural,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18534,CFAB,VERTEX,1/300/120 100% Polyethylene Natural,Natural,10.00,,0.00,,10.00,,0.00,0.00,10.00,2025-06-27,$0.00 ,$0.00 
18535,CFAB,VERTEX,1/200/80 100% Polyethylene Natural,Natural,153.80,,0.00,,153.80,,0.00,0.00,153.80,2025-06-27,$0.00 ,$0.00 
18536,CFAB,AKRA POLYESTER GROUP/DAK,3/330/72 100% Polyester Natural STRNTS,Natural,0.00,,0.00,,0.00,CT,0.00,0.00,0.00,2025-06-27,$1.20 ,$0.00 
18537,CFAB,PREMIERE FIBERS INC,1/40/13 100% Polyester Bright HIGH SHRINK,Bright,"1,198.20",,0.00,,"1,198.20",,0.00,0.00,"1,198.20",2025-06-27,$3.63 ,"$4,349.47 "
18538,CFAB,PHARR YARNS,34/1 50/35/10/5 Modacrylic/Pima Cotton/Nylon/Para Aramid Natural PROTEXC & TWARON  MVS,Natural,9.00,,0.00,,9.00,,0.00,0.00,9.00,2025-06-27,$6.80 ,$61.20 
18539,CFAB,SPUNLAB,30/1 50/37/13 Polyester/Cotton/Rayon Black Granite 1097,Black Granite,191.00,,0.00,,191.00,,0.00,0.00,191.00,2025-06-27,$3.24 ,$618.84 
18541,CFAB,BEAL MANUFACTURING INC,27/1 85/15 Modacrylic/Tencel Natural AJ,Natural,54.00,,0.00,,54.00,,0.00,0.00,54.00,2025-06-27,$0.00 ,$0.00 
18542,CFAB,NORMTEX,1/150/48 100% Polyester Semi Dull Stretch,Semi Dull,22.00,,0.00,,22.00,,0.00,0.00,22.00,2025-06-27,$0.00 ,$0.00 
18543,CFAB,AKRA POLYESTER GROUP/DAK,2/150/36 100% Polyester Black,Black,58.00,,0.00,,58.00,,0.00,0.00,58.00,2025-06-27,$1.23 ,$71.34 
18544,CFAB,SAPONA,1/70/17 100% Nylon Natural T66,Natural,451.00,,0.00,,451.00,,0.00,0.00,451.00,2025-06-27,$3.00 ,"$1,353.00 "
18545,CFAB,DECA GLOBAL,20/1 100% Bamboo Natural,Natural,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18546,CFAB,AKRA POLYESTER GROUP/DAK,1/300/72 100% Polyester Natural,Natural,0.00,,0.00,,0.00,CT,0.00,0.00,0.00,2025-06-27,$1.36 ,$0.00 
18547,CFAB,MERIDIAN SPECIALTY YARN GROUP INC,1/150/36 100% Polyester Pewter,Pewter,"1,773.00",,0.00,,"1,773.00",CT,0.00,0.00,"1,773.00",2025-06-27,$2.80 ,"$4,964.40 "
18548,CFAB,ASHF,1/75/72 100% Polyester Semi Dull S,Semi Dull,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18549,CFAB,PROMPTEX YARNS INC,1/75/72 100% Polyester Semi Dull,Semi Dull,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18550,CFAB,RELIANCE,1/75/72 100% Polyester Semi Dull,Semi Dull,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18551,CFAB,PROMPTEX YARNS INC,1/100/96 100% Polyester Natural,Natural,24.00,,0.00,,24.00,,0.00,0.00,24.00,2025-06-27,$1.65 ,$39.60 
18552,CFAB,UNIFI,"1/70/34 100% Polyester HiVis Green 2518Q, submit 6B ANSI approved",HiVis Green,136.00,,0.00,,136.00,,0.00,0.00,136.00,2025-06-27,$4.18 ,$568.48 
18553,CFAB,SPUNLAB,28/1 80/20 Celliant/Polyester Natural RS,Natural,"1,558.00",,-50.28,,"1,507.72",CT,0.00,"-2,008.50",-500.78,2025-06-27,$6.56 ,"$9,890.66 "
18554,CFAB,OMARA TEXTILES,1/300/68 100% Polyethylene Artic,Artic,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18555,CFAB,MERIDIAN SPECIALTY YARN GROUP INC,1/150/36 100% Polyester Blush 4015-01461-A,Blush,"1,200.00",,0.00,,"1,200.00",CT,0.00,0.00,"1,200.00",2025-06-27,$3.26 ,"$3,912.00 "
18556,CFAB,MERIDIAN SPECIALTY YARN GROUP INC,1/150/36 100% Polyester Dorian Grey 4015-01524-F2,Dorian Grey,"1,099.00",,0.00,,"1,099.00",,0.00,0.00,"1,099.00",2025-06-27,$2.80 ,"$3,077.20 "
18557,CFAB,EAST,1/150/38 100% Acetate Bright HTFK,Bright,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18558,CFAB,PARKDALE YARN MILLS,14/1 100% Karded Cotton Natural OE,Natural,"40,764.50",,"-3,733.94",,"37,030.56",,0.00,0.00,"37,030.56",2025-06-27,$1.80 ,"$66,655.00 "
18559,CFAB,MERIDIAN SPECIALTY YARN GROUP INC,1/150/36 100% Polyester Daybreak,Daybreak,770.00,,-20.35,,749.65,CT,0.00,0.00,749.65,2025-06-27,$3.29 ,"$2,466.36 "
18560,CFAB,BUHLER QUALITY YARNS CORP,36/1 85/15 Modacrylic/Tencel Natural RS,Natural,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$8.19 ,$0.00 
18561,CFAB,AKRA POLYESTER GROUP/DAK,2/324/144 100% Polyester Semi Dull,Semi Dull,499.90,,0.00,,499.90,,0.00,0.00,499.90,2025-06-27,$0.85 ,$424.92 
18562,CFAB,BUHLER QUALITY YARNS CORP,20/1 100% Combed Cotton Natural Supima,Natural,90.00,,0.00,,90.00,,0.00,0.00,90.00,2025-06-27,$2.90 ,$261.00 
18563,CFAB,AKRA POLYESTER GROUP/DAK,1/150/36 100% Polyester Black SETNTS,Black,33.00,,0.00,,33.00,CT,0.00,0.00,33.00,2025-06-27,$1.28 ,$42.24 
18564,CFAB,UNIFI,1/100/36 100% Polyester Natural STRNTS,Natural,417.00,,0.00,,417.00,,0.00,0.00,417.00,2025-06-27,$1.57 ,$654.69 
18565,CFAB,MERIDIAN SPECIALTY YARN GROUP INC,2/450/288 100% Polyester Mink,Mink,253.00,,-179.43,,73.57,,0.00,-53.05,20.52,2025-06-27,$4.93 ,$362.71 
18566,CFAB,AKRA POLYESTER GROUP/DAK,1/150/48 100% Polyester Semi Dull Set NTS,Semi Dull,150.00,,0.00,,150.00,CT,0.00,0.00,150.00,2025-06-27,$1.42 ,$213.00 
18567,CFAB,PARKDALE YARN MILLS,31/1 50/50 Karded Cotton/Polyester Black 50% S1229 RS,Black 50%,711.00,,0.00,,711.00,,0.00,0.00,711.00,2025-06-27,$3.05 ,"$2,168.55 "
18568,CFAB,COAT,18/1 50/35/10/5 Modacrylic/Pima Cotton/Nylon/Para Aramid Natural MVS,Natural,123.00,,0.00,,123.00,,0.00,0.00,123.00,2025-06-27,$8.34 ,"$1,025.82 "
18569,CFAB,DECA GLOBAL,1/200/192 100% Polyester Semi Dull,Semi Dull,"8,559.10",,"-7,451.30",,"1,107.80",CT,0.00,-3.90,"1,103.90",2025-06-27,$1.68 ,"$1,861.10 "
18570,CFAB,MERIDIAN SPECIALTY YARN GROUP INC,1/150/36 100% Polyester Dovetail,Dovetail,"1,156.00",,0.00,,"1,156.00",,0.00,0.00,"1,156.00",2025-06-27,$2.80 ,"$3,236.80 "
18571,CFAB,COAT,30/1 50/30/20 Modacrylic/Tencel/Twaron Natural Protex M RS,Natural,160.00,,0.00,,160.00,,0.00,0.00,160.00,2025-06-27,$7.92 ,"$1,267.20 "
18572,CFAB,COAT,30/1 50/30/20 Modacrylic/Tencel/Twaron Grey  Protex M RS,Grey,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$11.12 ,$0.00 
18573,CFAB,SPUNLAB,36/1 55/45 Modacrylic/Karded Cotton Natural Protex C RS,Natural,"4,656.00",,-244.40,,"4,411.60",,0.00,-15.17,"4,396.42",2025-06-27,$5.66 ,"$24,969.63 "
18574,CFAB,BEAL MANUFACTURING INC,11/1 40/20/40 Rayon/Modacrylic/Glass Natural ANTI/FR,Natural,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$4.81 ,$0.00 
18575,CFAB,PARKDALE YARN MILLS,30/1 100% Combed Cotton Natural z RS,Natural,"4,595.00",,"-1,588.96",,"3,006.04",,0.00,"-1,565.40","1,440.64",2025-06-27,$3.06 ,"$9,198.49 "
18576,CFAB,PARKDALE YARN MILLS,20/1 100% Combed Cotton Natural Z RS,Natural,281.00,,0.00,,281.00,CT,0.00,0.00,281.00,2025-06-27,$2.71 ,$761.51 
18577,CFAB,SUED,72/1 100% Wool Commander Green 18-0425TSX,Commander Green,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18578,CFAB,SUED,72/1 100% Wool Canteen 19-0820TPX,Canteen,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18579,CFAB,SUED,72/1 100% Wool Black 9E1049,Black,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18580,CFAB,SUED,26/1 100% Wool Commander Green 18-0425TSX,Commander Green,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18581,CFAB,SUED,26/1 100% Wool Canteen 19-0820TPX,Canteen,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18582,CFAB,SUED,26/1 100% Wool Hatch S0PST111,Hatch,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18583,CFAB,MERIDIAN SPECIALTY YARN GROUP INC,1/70/68 100% Polyester Natalies Grey,Natalies Grey,154.00,,0.00,,154.00,,0.00,0.00,154.00,2025-06-27,$4.13 ,$636.02 
18584,CFAB,MERIDIAN SPECIALTY YARN GROUP INC,1/70/68 100% Polyester High Rise,High Rise,123.00,,0.00,,123.00,,0.00,0.00,123.00,2025-06-27,$4.13 ,$507.99 
18585,CFAB,SUED,44/1 100% Wool Schwarz P9E461 Black,Schwarz,471.10,,0.00,,471.10,,0.00,0.00,471.10,2025-06-27,$13.11 ,"$6,176.12 "
18586,CFAB,MEIXIN,14/1 60/40 Rayon/Polyester Black/White MXABMIXED,Black/White,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18587,CFAB,PARKDALE YARN MILLS,36/1 60/40 Combed Cotton/Polyester Natural RS,Natural,740.00,,0.00,,740.00,,0.00,0.00,740.00,2025-06-27,$2.40 ,"$1,776.00 "
18588,CFAB,The LYCRA Company LLC,1/140 100% Lycra Semi Bright,Semi Bright,640.30,,0.00,,640.30,,0.00,0.00,640.30,2025-06-27,$9.50 ,"$6,082.85 "
18589,CFAB,UNIFI,1/70/68 100% Polyester Natural Repreve,Natural,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18590,CFAB,SUED,26/1 100% Wool Blowdown NM Ascona 100% 21.5 Micron TEC SOPST109,Blowdown,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18591,CFAB,UNIFI,1/150/34 100% Polyester Medium Ash Grey 56M Set TS,Medium Ash Grey,90.00,,0.00,,90.00,,0.00,0.00,90.00,2025-06-27,$2.56 ,$230.40 
18592,CFAB,UNIFI,2/150/136 100% Polyester Natural Repreve - Chill Sense,Natural,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18593,CFAB,UNIFI,1/150/136 100% Polyester Natural Repreve PC - Chill Sense,Natural,"1,312.40",,0.00,,"1,312.40",CT,0.00,0.00,"1,312.40",2025-06-27,$2.86 ,"$3,753.46 "
18594,CFAB,VERTEX,1/300/120 100% Polyethylene Natural,Natural,"16,454.70","8,352.00","-21,574.09",,"3,232.61",CT,"67,860.00","-22,387.39","48,705.22",2025-06-27,$5.17 ,"$16,712.60 "
18595,CFAB,UNIFI,1/50/68 100% Polyester Commander Green 7572Q Submit 1B,Commander Green,"1,418.70",,0.00,,"1,418.70",,0.00,0.00,"1,418.70",2025-06-27,$5.84 ,"$8,285.21 "
18596,CFAB,UNIFI,1/70/34 100% Nylon Commander Green 7573Q Submit 1b,Commander Green,484.00,,0.00,,484.00,,0.00,0.00,484.00,2025-06-27,$7.20 ,"$3,484.80 "
18597,CFAB,DECA GLOBAL,1/150/72 100% Polyester Heather,Heather,0.00,,0.00,,0.00,,0.00,0.00,0.00,2025-06-27,$0.00 ,$0.00 
18598,CFAB,MERIDIAN SPECIALTY YARN GROUP INC,1/150/36 100% Polyester Paris Blue,Paris Blue,"4,824.00","1,138.00","-2,081.80",,"3,880.20",CT,0.00,"-3,526.00",354.20,2025-06-27,$3.36 ,"$13,037.46 "
18599,CFAB,The LYCRA Company LLC,1/20 100% Lycra Semi Bright 582L,Semi Bright,490.20,,-7.28,,482.92,,0.00,-6.17,476.75,2025-06-27,$10.00 ,"$4,829.24 "
